customer_id,first_purchase_date,last_purchase_date,recency_days,frequency_orders,monetary_value_gbp,average_order_value_gbp,units_purchased,distinct_products,is_repeat_customer,r_score,f_score,m_score,rfm_score,rfm_segment,cluster_id,cluster_label
15314,2010-10-07,2011-05-24,200,3,820.4499999999999,273.4833333333333,750,49,True,2,3,3,8,At Risk,3,Lapsed Established Customers
15315,2011-08-15,2011-10-06,65,2,570.5,285.25,862,35,True,3,2,2,7,Need Attention,2,Recent Growth Customers
15316,2011-01-17,2011-01-17,327,1,165.0,165.0,100,1,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15317,2010-01-31,2010-01-31,678,1,129.75,129.75,45,5,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15318,2011-12-06,2011-12-06,4,1,312.62,312.62,642,33,False,5,1,2,8,New Customers,2,Recent Growth Customers
15319,2011-03-01,2011-03-01,284,1,204.5,204.5,175,16,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15320,2011-10-26,2011-10-26,45,1,267.13,267.13,326,36,False,4,1,1,6,New Customers,2,Recent Growth Customers
15321,2010-02-03,2011-09-30,71,12,6709.7300000000005,559.1441666666667,3653,242,True,3,5,5,13,Loyal Customers,1,High-Value Champions
15322,2010-08-20,2011-09-15,86,2,1390.86,695.43,971,76,True,3,2,4,9,Need Attention,3,Lapsed Established Customers
15323,2010-02-16,2010-05-26,563,3,434.6,144.86666666666667,188,29,True,1,3,2,6,At Risk,4,Dormant Low-Value Customers
15324,2010-01-07,2010-01-07,702,1,140.22000000000003,140.22000000000003,74,8,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15325,2010-02-16,2011-08-28,104,8,1601.46,200.1825,1382,164,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
15326,2009-12-01,2011-01-10,334,5,1700.52,340.104,1351,94,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
15327,2011-10-18,2011-10-18,53,1,208.75,208.75,116,10,False,4,1,1,6,New Customers,4,Dormant Low-Value Customers
15328,2010-10-28,2010-10-28,408,1,107.24,107.24,88,8,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15329,2009-12-14,2011-10-31,40,11,2958.83,268.98454545454547,1217,98,True,4,5,5,14,Champions,1,High-Value Champions
15330,2011-10-10,2011-11-07,33,2,714.96,357.48,1312,10,True,4,2,3,9,Potential Loyalists,2,Recent Growth Customers
15331,2010-04-09,2010-07-28,500,3,767.91,255.97,701,41,True,1,3,3,7,At Risk,3,Lapsed Established Customers
15332,2010-07-14,2010-12-08,367,6,4892.68,815.4466666666667,2306,113,True,2,4,5,11,Cannot Lose Them,3,Lapsed Established Customers
15333,2011-05-15,2011-05-15,209,1,1028.56,1028.56,344,16,False,2,1,3,6,At Risk,4,Dormant Low-Value Customers
15334,2011-06-19,2011-07-06,157,3,350.82,116.94,273,67,True,3,3,2,8,Need Attention,4,Dormant Low-Value Customers
15335,2011-10-17,2011-10-17,54,1,170.22,170.22,79,34,False,4,1,1,6,New Customers,4,Dormant Low-Value Customers
15336,2010-11-03,2010-11-03,402,1,240.5,240.5,84,15,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15337,2010-10-24,2010-10-24,412,1,373.02,373.02,200,21,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
15338,2010-01-31,2010-01-31,678,1,277.93,277.93,148,56,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15339,2010-02-08,2011-10-04,67,7,1821.02,260.1457142857143,1138,162,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
15340,2010-05-27,2010-05-27,562,1,105.5,105.5,76,7,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15341,2010-09-16,2011-09-20,81,2,2402.7200000000003,1201.3600000000001,1008,22,True,3,2,4,9,Need Attention,3,Lapsed Established Customers
15342,2011-08-02,2011-08-02,130,1,406.09,406.09,283,24,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15343,2011-09-13,2011-09-13,88,1,364.5,364.5,84,21,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15344,2011-09-26,2011-12-09,1,3,563.94,187.98000000000002,116,21,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
15345,2011-10-25,2011-10-25,46,1,393.54,393.54,81,20,False,4,1,2,7,New Customers,2,Recent Growth Customers
15346,2010-10-04,2011-01-11,333,3,596.12,198.70666666666668,260,36,True,2,3,2,7,At Risk,3,Lapsed Established Customers
15347,2010-09-28,2010-12-08,367,4,1162.0,290.5,542,29,True,2,3,3,8,At Risk,3,Lapsed Established Customers
15348,2011-09-28,2011-09-28,73,1,158.04,158.04,84,9,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
15349,2011-06-05,2011-07-04,159,2,463.90999999999997,231.95499999999998,321,65,True,3,2,2,7,Need Attention,4,Dormant Low-Value Customers
15350,2010-11-21,2010-12-01,374,2,547.6,273.8,272,26,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
15351,2010-10-03,2011-11-27,13,10,3430.22,343.022,1350,201,True,5,5,5,15,Champions,1,High-Value Champions
15352,2010-06-09,2010-06-09,549,1,111.15,111.15,40,34,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15353,2009-12-02,2011-03-30,255,7,2794.4700000000003,399.21000000000004,1391,274,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
15354,2010-04-15,2010-04-15,604,3,284.4,94.8,3,1,True,1,3,1,5,At Risk,4,Dormant Low-Value Customers
15355,2011-10-17,2011-11-10,30,2,277.05,138.525,45,9,True,4,2,1,7,Need Attention,2,Recent Growth Customers
15356,2010-10-13,2011-11-08,32,13,3239.57,249.1976923076923,1892,290,True,4,5,5,14,Champions,1,High-Value Champions
15358,2009-12-07,2011-12-05,5,42,16425.86,391.0919047619048,14902,359,True,5,5,5,15,Champions,1,High-Value Champions
15359,2010-01-15,2010-02-15,663,8,181.35,22.66875,145,10,True,1,4,1,6,At Risk,4,Dormant Low-Value Customers
15360,2011-10-31,2011-10-31,40,1,427.93,427.93,223,13,False,4,1,2,7,New Customers,2,Recent Growth Customers
15361,2010-06-14,2010-12-13,362,4,689.07,172.2675,373,10,True,2,3,3,8,At Risk,3,Lapsed Established Customers
15362,2009-12-01,2010-09-17,449,2,613.08,306.54,368,38,True,1,2,3,6,At Risk,4,Dormant Low-Value Customers
15363,2010-08-04,2010-12-02,373,2,678.11,339.055,383,32,True,2,2,3,7,At Risk,4,Dormant Low-Value Customers
15364,2011-03-30,2011-09-05,96,2,913.19,456.595,493,29,True,3,2,3,8,Need Attention,3,Lapsed Established Customers
15365,2010-02-04,2011-11-14,26,13,4557.13,350.54846153846154,2131,126,True,4,5,5,14,Champions,1,High-Value Champions
15366,2010-02-26,2011-09-25,76,7,2389.08,341.29714285714283,2447,86,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
15367,2009-12-10,2011-10-13,58,11,5081.33,461.9390909090909,2944,214,True,4,5,5,14,Champions,1,High-Value Champions
15368,2010-11-10,2011-11-18,22,2,722.74,361.37,406,8,True,4,2,3,9,Potential Loyalists,2,Recent Growth Customers
15369,2009-12-08,2010-08-04,493,11,6251.26,568.2963636363637,3288,44,True,1,5,5,11,Cannot Lose Them,3,Lapsed Established Customers
15370,2010-10-25,2011-10-30,41,8,3739.01,467.37625,1397,90,True,4,4,5,13,Champions,1,High-Value Champions
15371,2010-02-15,2010-02-15,663,1,59.400000000000006,59.400000000000006,12,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15372,2010-02-14,2011-07-25,138,8,6017.06,752.1325,6410,45,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
15373,2010-05-02,2011-12-01,9,17,3084.54,181.4435294117647,726,107,True,5,5,5,15,Champions,1,High-Value Champions
15374,2010-03-25,2011-08-03,129,2,307.32,153.66,290,8,True,3,2,2,7,Need Attention,4,Dormant Low-Value Customers
15375,2010-01-18,2010-01-18,691,1,60.959999999999994,60.959999999999994,84,6,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15376,2011-05-01,2011-10-30,41,3,1221.56,407.18666666666667,615,100,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
15377,2010-10-20,2010-11-22,383,4,1211.75,302.9375,253,15,True,2,3,3,8,At Risk,3,Lapsed Established Customers
15378,2010-07-26,2010-09-03,463,2,246.5,123.25,130,8,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
15379,2010-11-04,2011-06-23,170,8,4877.84,609.73,3000,177,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
15380,2009-12-01,2011-12-01,9,11,3248.96,295.36,954,27,True,5,5,5,15,Champions,1,High-Value Champions
15381,2010-05-05,2011-05-10,214,5,1890.5700000000002,378.11400000000003,802,20,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
15382,2009-12-04,2011-11-25,15,12,13733.550000000001,1144.4625,9178,315,True,5,5,5,15,Champions,1,High-Value Champions
15384,2010-04-26,2011-06-23,170,4,2027.79,506.9475,1767,83,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
15385,2010-01-31,2011-10-30,41,3,942.08,314.0266666666667,428,18,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
15386,2011-06-06,2011-06-06,187,1,394.14,394.14,446,31,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15387,2010-08-04,2010-08-04,493,1,468.65,468.65,335,20,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
15388,2011-03-14,2011-03-14,271,1,140.54,140.54,88,10,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15389,2010-01-27,2011-06-20,173,5,2733.8,546.76,3940,2,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
15390,2010-10-26,2010-11-08,397,2,1216.66,608.33,894,77,True,2,2,3,7,At Risk,3,Lapsed Established Customers
15391,2010-05-04,2010-05-04,585,1,289.87,289.87,109,12,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
15392,2010-10-04,2011-12-05,5,7,2911.62,415.94571428571425,2144,100,True,5,4,5,14,Champions,1,High-Value Champions
15393,2009-12-15,2011-11-23,17,5,891.34,178.268,378,37,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
15394,2009-12-15,2011-11-30,10,11,5286.8,480.6181818181818,2372,129,True,5,5,5,15,Champions,1,High-Value Champions
15395,2011-01-18,2011-01-18,326,1,107.45,107.45,17,7,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15396,2010-05-05,2011-08-19,113,2,796.38,398.19,278,16,True,3,2,3,8,Need Attention,3,Lapsed Established Customers
15397,2011-02-23,2011-02-23,290,1,94.0,94.0,20,6,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15398,2011-09-22,2011-11-23,17,2,1345.53,672.765,769,60,True,5,2,4,11,Potential Loyalists,2,Recent Growth Customers
15399,2011-09-21,2011-12-08,2,3,815.77,271.92333333333335,611,45,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
15400,2010-05-28,2011-09-08,93,8,1302.3,162.7875,662,16,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
15401,2010-05-20,2010-09-13,453,2,216.95000000000002,108.47500000000001,93,14,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
15402,2010-04-27,2011-07-14,149,6,1830.54,305.09,2034,79,True,3,4,4,11,Loyal Customers,3,Lapsed Established Customers
15403,2009-12-09,2010-08-05,492,2,170.88,85.44,492,6,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
15404,2010-11-29,2010-11-29,376,1,257.06,257.06,334,16,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15405,2010-05-12,2011-06-03,190,2,659.84,329.92,348,29,True,2,2,3,7,At Risk,4,Dormant Low-Value Customers
15406,2010-09-12,2011-11-08,32,4,975.87,243.9675,547,108,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
15407,2011-02-07,2011-11-06,34,4,1046.74,261.685,552,142,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
15408,2011-03-20,2011-03-20,265,1,267.18,267.18,106,34,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15409,2009-12-18,2009-12-18,722,1,131.25,131.25,59,9,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15410,2010-04-19,2011-09-16,85,10,4685.72,468.572,1902,80,True,3,5,5,13,Loyal Customers,1,High-Value Champions
15411,2011-06-10,2011-11-13,27,4,1348.93,337.2325,529,86,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
15412,2011-06-21,2011-06-21,172,1,190.53,190.53,108,10,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
15413,2009-12-01,2010-01-17,692,5,6798.72,1359.7440000000001,2694,20,True,1,4,5,10,Cannot Lose Them,3,Lapsed Established Customers
15414,2011-04-11,2011-11-30,10,3,774.9000000000001,258.3,443,37,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
15415,2011-01-30,2011-01-30,314,1,559.61,559.61,551,46,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
15416,2010-02-01,2011-10-06,65,7,4572.82,653.26,2420,189,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
15417,2011-09-15,2011-09-15,86,1,508.8,508.8,284,28,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15418,2010-05-02,2010-10-10,426,2,449.42,224.71,264,64,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
15419,2011-11-15,2011-11-15,25,1,135.86,135.86,230,8,False,4,1,1,6,New Customers,2,Recent Growth Customers
15420,2009-12-05,2010-10-01,435,6,743.0,123.83333333333333,844,52,True,1,4,3,8,At Risk,3,Lapsed Established Customers
15421,2009-12-07,2011-10-12,59,10,3805.34,380.534,1927,170,True,4,5,5,14,Champions,1,High-Value Champions
15422,2010-02-07,2011-01-20,324,7,1619.97,231.42428571428573,710,80,True,2,4,4,10,Cannot Lose Them,3,Lapsed Established Customers
15423,2010-03-28,2011-11-01,39,3,266.89,88.96333333333332,198,13,True,4,3,1,8,Need Attention,2,Recent Growth Customers
15424,2010-09-02,2011-03-30,255,3,597.78,199.26,873,33,True,2,3,2,7,At Risk,3,Lapsed Established Customers
15425,2010-02-14,2010-11-04,401,4,1941.1200000000001,485.28000000000003,1041,114,True,2,3,4,9,At Risk,3,Lapsed Established Customers
15426,2010-05-02,2011-11-20,20,9,2156.35,239.59444444444443,1041,327,True,4,5,4,13,Champions,1,High-Value Champions
15427,2011-10-23,2011-11-06,34,3,1430.54,476.84666666666664,967,233,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
15428,2009-12-17,2011-11-24,16,4,762.75,190.6875,347,39,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
15429,2011-09-25,2011-11-13,27,2,397.35,198.675,380,77,True,4,2,2,8,Potential Loyalists,2,Recent Growth Customers
15430,2010-06-29,2010-08-29,468,2,954.75,477.375,309,36,True,1,2,3,6,At Risk,3,Lapsed Established Customers
15431,2010-07-25,2010-07-25,503,1,153.24,153.24,84,2,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15432,2010-06-16,2011-11-16,24,2,320.76,160.38,92,16,True,4,2,2,8,Potential Loyalists,2,Recent Growth Customers
15433,2011-03-17,2011-05-10,214,2,533.3,266.65,534,40,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
15434,2010-01-24,2011-12-01,9,11,2567.06,233.36909090909091,1423,82,True,5,5,4,14,Champions,1,High-Value Champions
15435,2011-11-17,2011-11-17,23,1,149.29,149.29,54,29,False,4,1,1,6,New Customers,2,Recent Growth Customers
15436,2011-04-19,2011-11-27,13,3,1067.75,355.9166666666667,574,243,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
15437,2010-03-09,2011-03-22,263,2,393.45,196.725,177,56,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
15438,2011-07-31,2011-07-31,132,1,156.57999999999998,156.57999999999998,59,25,False,3,1,1,5,Need Attention,4,Dormant Low-Value Customers
15439,2010-02-24,2010-10-31,405,4,1269.05,317.2625,572,49,True,2,3,4,9,At Risk,3,Lapsed Established Customers
15440,2011-05-15,2011-10-16,55,3,383.68,127.89333333333333,197,50,True,4,3,2,9,Potential Loyalists,2,Recent Growth Customers
15441,2009-12-09,2010-11-08,397,3,1254.21,418.07,587,45,True,2,3,4,9,At Risk,3,Lapsed Established Customers
15442,2011-04-05,2011-04-05,249,1,594.0,594.0,120,2,False,2,1,2,5,Hibernating,4,Dormant Low-Value Customers
15443,2010-03-07,2011-12-08,2,14,5114.23,365.3021428571428,2699,408,True,5,5,5,15,Champions,1,High-Value Champions
15444,2011-10-30,2011-11-30,10,2,1411.21,705.605,759,191,True,5,2,4,11,Potential Loyalists,2,Recent Growth Customers
15445,2010-04-28,2011-03-20,265,2,284.5,142.25,118,12,True,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
15446,2009-12-13,2010-11-28,377,3,399.75,133.25,265,90,True,2,3,2,7,At Risk,4,Dormant Low-Value Customers
15447,2010-03-24,2011-01-13,331,5,492.88,98.576,228,27,True,2,4,2,8,At Risk,3,Lapsed Established Customers
15448,2010-02-03,2011-01-31,313,2,788.81,394.405,487,49,True,2,2,3,7,At Risk,4,Dormant Low-Value Customers
15449,2011-03-23,2011-11-13,27,3,974.52,324.84,812,47,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
15450,2011-11-09,2011-11-09,31,1,429.84,429.84,376,30,False,4,1,2,7,New Customers,2,Recent Growth Customers
15451,2010-04-19,2010-10-01,435,2,226.86,113.43,76,56,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
15452,2010-07-16,2011-11-10,30,6,1785.1100000000001,297.5183333333334,1087,158,True,4,4,4,12,Champions,2,Recent Growth Customers
15453,2011-06-05,2011-12-08,2,7,1371.77,195.96714285714285,837,169,True,5,4,4,13,Champions,2,Recent Growth Customers
15454,2010-03-31,2010-12-12,363,2,305.99,152.995,146,35,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
15455,2010-04-21,2010-04-21,598,1,38.25,38.25,3,2,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15456,2009-12-08,2011-03-01,284,10,2091.52,209.152,2727,128,True,2,5,4,11,Cannot Lose Them,3,Lapsed Established Customers
15457,2011-03-22,2011-03-22,263,1,237.07,237.07,132,56,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15458,2010-11-02,2011-11-14,26,2,370.43999999999994,185.21999999999997,300,13,True,4,2,2,8,Potential Loyalists,2,Recent Growth Customers
15459,2010-07-30,2010-10-18,418,2,202.82999999999998,101.41499999999999,121,6,True,1,2,1,4,Hibernating,4,Dormant Low-Value Customers
15460,2010-12-20,2010-12-20,355,1,214.26,214.26,107,53,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15461,2010-03-18,2010-09-05,461,2,429.7,214.85,230,1,True,1,2,2,5,Hibernating,4,Dormant Low-Value Customers
15462,2010-09-20,2011-09-06,95,4,737.05,184.2625,495,32,True,3,3,3,9,Need Attention,3,Lapsed Established Customers
15463,2011-11-10,2011-11-10,30,1,126.14,126.14,106,7,False,4,1,1,6,New Customers,2,Recent Growth Customers
15464,2011-01-05,2011-01-05,339,1,1044.65,1044.65,348,155,False,2,1,3,6,At Risk,4,Dormant Low-Value Customers
15465,2009-12-10,2011-11-20,20,32,12100.4,378.1375,2638,94,True,4,5,5,14,Champions,1,High-Value Champions
15466,2009-12-03,2011-09-15,86,4,1560.46,390.115,941,211,True,3,3,4,10,Need Attention,3,Lapsed Established Customers
15467,2011-07-10,2011-11-30,10,3,524.88,174.96,310,41,True,5,3,2,10,Potential Loyalists,2,Recent Growth Customers
15468,2010-11-12,2011-10-19,52,3,1430.48,476.82666666666665,1400,80,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
15469,2010-09-27,2011-10-20,51,3,874.25,291.4166666666667,287,38,True,4,3,3,10,Potential Loyalists,2,Recent Growth Customers
15470,2010-05-13,2010-05-13,576,1,63.419999999999995,63.419999999999995,232,4,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15471,2010-06-07,2011-12-07,3,3,1292.01,430.67,670,122,True,5,3,4,12,Potential Loyalists,2,Recent Growth Customers
15472,2011-08-18,2011-08-18,114,1,371.56,371.56,251,76,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15473,2010-09-21,2011-11-25,15,8,2046.0,255.75,776,5,True,5,4,4,13,Champions,1,High-Value Champions
15474,2010-04-23,2010-04-23,596,1,150.35,150.35,55,19,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15475,2011-09-23,2011-09-23,78,1,454.10999999999996,454.10999999999996,319,29,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15476,2010-09-23,2010-11-24,381,4,2209.98,552.495,1174,67,True,2,3,4,9,At Risk,3,Lapsed Established Customers
15477,2010-02-28,2010-02-28,650,1,368.4,368.4,216,2,False,1,1,2,4,Hibernating,4,Dormant Low-Value Customers
15478,2010-05-13,2011-10-30,41,3,1983.48,661.16,894,53,True,4,3,4,11,Potential Loyalists,2,Recent Growth Customers
15479,2009-12-06,2009-12-06,734,1,147.4,147.4,38,9,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15480,2010-02-01,2011-08-15,117,5,6279.0,1255.8,1852,199,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
15481,2010-11-03,2010-11-03,402,1,1993.34,1993.34,1450,38,False,2,1,4,7,At Risk,3,Lapsed Established Customers
15482,2009-12-02,2011-11-24,16,19,14417.36,758.8084210526316,6516,74,True,5,5,5,15,Champions,1,High-Value Champions
15483,2010-01-24,2011-07-01,162,10,817.8199999999999,81.782,905,216,True,3,5,3,11,Loyal Customers,3,Lapsed Established Customers
15484,2009-12-05,2011-12-08,2,6,4652.1,775.35,4074,180,True,5,4,5,14,Champions,1,High-Value Champions
15485,2009-12-01,2011-11-09,31,7,4810.92,687.2742857142857,2153,80,True,4,4,5,13,Champions,1,High-Value Champions
15486,2010-06-30,2010-06-30,528,1,102.0,102.0,40,1,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15487,2010-01-29,2010-01-29,680,1,231.32,231.32,144,14,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15488,2010-05-05,2011-09-08,93,5,431.92,86.384,251,10,True,3,4,2,9,Need Attention,3,Lapsed Established Customers
15489,2010-01-15,2011-11-17,23,8,2419.61,302.45125,1264,75,True,4,4,4,12,Champions,1,High-Value Champions
15490,2010-10-05,2010-10-05,431,1,210.85,210.85,82,22,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15491,2011-04-18,2011-09-05,96,6,3100.09,516.6816666666667,1646,108,True,3,4,5,12,Loyal Customers,3,Lapsed Established Customers
15492,2011-09-26,2011-11-11,29,2,659.4599999999999,329.72999999999996,483,32,True,4,2,3,9,Potential Loyalists,2,Recent Growth Customers
15493,2010-02-23,2011-11-07,33,9,4121.68,457.9644444444445,1206,289,True,4,5,5,14,Champions,1,High-Value Champions
15494,2009-12-10,2011-11-18,22,5,3702.6,740.52,3052,307,True,4,4,5,13,Champions,1,High-Value Champions
15495,2010-11-25,2010-11-25,380,1,246.5,246.5,194,20,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15496,2010-03-18,2010-03-18,632,1,146.14000000000001,146.14000000000001,98,22,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15497,2009-12-18,2011-11-22,18,9,8657.39,961.9322222222222,2937,66,True,5,5,5,15,Champions,1,High-Value Champions
15498,2009-12-16,2011-12-07,3,44,24972.86,567.565,12134,597,True,5,5,5,15,Champions,1,High-Value Champions
15499,2009-12-16,2009-12-16,724,1,158.65,158.65,59,40,False,1,1,1,3,Hibernating,4,Dormant Low-Value Customers
15500,2011-09-19,2011-12-01,9,4,1131.56,282.89,572,64,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
15501,2010-10-20,2010-10-31,405,2,399.95,199.975,205,64,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
15502,2010-06-03,2011-11-24,16,14,13003.869999999999,928.847857142857,5559,231,True,5,5,5,15,Champions,1,High-Value Champions
15503,2009-12-13,2010-12-12,363,2,257.3,128.65,130,112,True,2,2,1,5,Hibernating,4,Dormant Low-Value Customers
15504,2010-02-12,2011-09-19,82,4,402.7,100.675,141,42,True,3,3,2,8,Need Attention,2,Recent Growth Customers
15505,2011-07-07,2011-10-18,53,5,3610.96,722.192,2390,90,True,4,4,5,13,Champions,3,Lapsed Established Customers
15506,2010-08-19,2011-11-17,23,6,2030.33,338.3883333333333,1637,180,True,4,4,4,12,Champions,2,Recent Growth Customers
15507,2011-06-21,2011-06-21,172,1,475.86,475.86,160,41,False,3,1,2,6,Need Attention,4,Dormant Low-Value Customers
15508,2011-04-18,2011-06-03,190,6,1000.27,166.71166666666667,440,78,True,2,4,3,9,At Risk,3,Lapsed Established Customers
15509,2010-11-24,2010-11-24,381,1,152.41,152.41,58,26,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15510,2011-01-13,2011-01-13,331,1,250.0,250.0,2,1,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15511,2011-09-15,2011-11-28,12,5,900.53,180.106,269,117,True,5,4,3,12,Loyal Customers,2,Recent Growth Customers
15512,2010-02-01,2011-07-07,156,4,331.58,82.895,235,29,True,3,3,2,8,Need Attention,4,Dormant Low-Value Customers
15513,2010-01-13,2011-11-06,34,35,26437.05,755.3442857142857,10477,278,True,4,5,5,14,Champions,1,High-Value Champions
15514,2009-12-04,2011-11-27,13,18,6392.06,355.1144444444445,4087,171,True,5,5,5,15,Champions,1,High-Value Champions
15515,2010-11-17,2010-11-17,388,1,171.81,171.81,131,7,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15516,2011-10-24,2011-10-26,45,3,62.43,20.81,27,15,True,4,3,1,8,Need Attention,2,Recent Growth Customers
15517,2011-04-20,2011-04-20,234,1,267.03,267.03,293,27,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15518,2009-12-20,2011-10-06,65,15,4189.99,279.3326666666666,2810,250,True,3,5,5,13,Loyal Customers,1,High-Value Champions
15519,2010-09-19,2010-11-21,384,2,344.61,172.305,116,34,True,2,2,2,6,Hibernating,4,Dormant Low-Value Customers
15520,2011-12-08,2011-12-08,2,1,343.5,343.5,314,18,False,5,1,2,8,New Customers,2,Recent Growth Customers
15521,2010-01-05,2011-10-30,41,16,7098.24,443.64,4507,186,True,4,5,5,14,Champions,1,High-Value Champions
15522,2011-09-13,2011-11-07,33,2,397.99,198.995,572,47,True,4,2,2,8,Potential Loyalists,2,Recent Growth Customers
15523,2009-12-02,2011-09-16,85,16,17259.19,1078.699375,15633,65,True,3,5,5,13,Loyal Customers,1,High-Value Champions
15524,2010-04-12,2011-11-15,25,2,591.4,295.7,28,9,True,4,2,2,8,Potential Loyalists,2,Recent Growth Customers
15525,2010-11-22,2011-12-07,3,4,890.22,222.555,527,152,True,5,3,3,11,Potential Loyalists,2,Recent Growth Customers
15526,2011-11-06,2011-11-06,34,2,148.44,74.22,24,4,True,4,2,1,7,Need Attention,2,Recent Growth Customers
15527,2009-12-15,2011-11-21,19,23,5554.89,241.51695652173913,2211,226,True,5,5,5,15,Champions,1,High-Value Champions
15528,2011-03-30,2011-03-30,255,1,229.33,229.33,123,26,False,2,1,1,4,Hibernating,4,Dormant Low-Value Customers
15529,2010-11-10,2011-11-17,23,12,4783.66,398.6383333333333,4271,451,True,4,5,5,14,Champions,1,High-Value Champions
