month_start,stock_code,description,revenue_gbp,units_sold,orders,identified_customers
2010-11-01,20793,BLUE TILED TRAY,33.75,5,1,1
2010-11-01,20980,36 PENCILS TUBE POSY,33.75,27,5,5
2010-11-01,16258A,SWIRLY CIRCULAR RUBBERS IN BAG,33.6,77,12,8
2010-11-01,22919,HERB MARKER MINT,33.580000000000005,47,8,6
2010-11-01,84990,60 GOLD AND SILVER FAIRY CAKE CASES,33.54,78,4,4
2010-11-01,22859,EASTER TIN BUNNY BOUQUET,33.18,17,5,3
2010-11-01,72131,COLUMBIAN CANDLE RECTANGLE,33.15,17,7,7
2010-11-01,84818,DANISH ROSE PHOTO FRAME,33.15,13,5,5
2010-11-01,90090,PINK CRYSTAL HEART PHONE CHARM,33.15,39,3,3
2010-11-01,21371,MIRRORED WALL ART POPPIES,33.06999999999999,27,4,2
2010-11-01,17013D,ORIGAMI ROSE INCENSE IN TUBE,33.0,20,2,2
2010-11-01,20826,SILVER APERITIF GLASS,33.0,18,2,2
2010-11-01,72780,BLACK SILOUETTE CANDLE PLATE,32.58,42,3,3
2010-11-01,84984D,ORIENTAL RED CUSHION COVER,32.550000000000004,7,3,3
2010-11-01,22289,"DECORATION , HANGING METAL CHICKEN",32.51,25,2,1
2010-11-01,37444B,BLUE BREAKFAST CUP AND SAUCER,32.480000000000004,8,7,3
2010-11-01,21372,MIRRORED WALL ART TABLE LAMP,32.47,9,2,1
2010-11-01,21365,MIRRORED WALL ART STARS,32.45,11,4,4
2010-11-01,84773,RED ROSE AND LACE C/COVER,32.45,11,4,4
2010-11-01,22543,MINI JIGSAW BAKE A CAKE,32.4,71,13,8
2010-11-01,DCGS0076,SUNJAR LED NIGHT NIGHT LIGHT,32.26,2,1,0
2010-11-01,85141,JARDIN ETCHED GLASS FRUITBOWL,32.25,3,3,3
2010-11-01,90086,CRYSTAL FROG PHONE CHARM,32.18,35,6,3
2010-11-01,90036C,"FLOWER GLASS GARLAND NECKL.36""BLUE",31.92,4,2,0
2010-11-01,90036E,"FLOWER GLASS GARLD NECKL36""AMETHYST",31.92,4,3,1
2010-11-01,85136B,BLUE SHARK HELICOPTER,31.8,4,4,4
2010-11-01,90199C,5 STRAND GLASS NECKLACE CRYSTAL,31.75,5,2,2
2010-11-01,20615,BLUE POLKADOT PASSPORT COVER,31.560000000000002,9,9,3
2010-11-01,85170B,SET/6 BLACK BIRD T-LIGHT CANDLES,31.560000000000002,9,6,1
2010-11-01,35810B,ENAMEL BLUE RIM COFFEE CONTAINER,31.510000000000005,14,4,3
2010-11-01,20958,PORCELAIN HANGING BELL LARGE,31.499999999999996,18,3,2
2010-11-01,22857,ASSORTED EASTER GIFT TAGS,31.419999999999998,25,3,2
2010-11-01,82613C,"METAL SIGN,CUPCAKE SINGLE HOOK",31.349999999999998,15,11,3
2010-11-01,22241,GARLAND WOODEN HAPPY EASTER,31.259999999999998,24,6,5
2010-11-01,22135,LADLE LOVE HEART PINK,31.240000000000002,58,16,5
2010-11-01,22324,BLUE POLKADOT KIDS BAG,31.11,9,7,1
2010-11-01,82095,HEART BUTTONS JEWELLERY BOX,30.6,4,3,3
2010-11-01,21717,EASTER TIN BUCKET,30.599999999999998,12,3,3
2010-11-01,22641,SET OF 4 NAPKIN CHARMS INSTRUMENT,30.519999999999996,10,6,5
2010-11-01,85232b,SET OF 3 BABUSHKA STACKING TINS,30.509999999999998,3,2,0
2010-11-01,22228,BUNNY WOODEN PAINTED WITH BIRD,30.479999999999997,33,7,5
2010-11-01,37423,WHITE WITH BLACK CATS PLATE,30.439999999999998,32,9,6
2010-11-01,84584,PINK GINGHAM CAT WITH SCARF,30.439999999999998,8,8,4
2010-11-01,22261,FELT EGG COSY WHITE RABBIT,30.4,31,8,4
2010-11-01,90019A,SILVER M.O.P ORBIT BRACELET,30.26,6,4,3
2010-11-01,85114c,RED ENCHANTED FOREST PLACEMAT,30.24,9,2,0
2010-11-01,DCGSSBOY,BOYS PARTY BAG,30.24,9,4,0
2010-11-01,90040A,MURANO STYLE GLASS BRACELET RED,30.22,8,5,2
2010-11-01,35609A,PINK FEATHER CHRISTMAS DECORATION,30.18,110,5,4
2010-11-01,22447,PIN CUSHION BABUSHKA BLUE,30.150000000000002,9,3,3
2010-11-01,21664,RIDGED GLASS STORAGE JAR CREAM LID,30.12,7,4,3
2010-11-01,21228,"POCKET MIRROR ""GLAMOROUS""",30.0,24,6,6
2010-11-01,21369,MIRRORED WALL ART SPLODGES,30.0,24,1,1
2010-11-01,21689,SILVER VANILLA FLOWER CANDLE POT,30.0,8,2,2
2010-11-01,84876B,GREEN HEART COMPACT MIRROR,30.0,24,1,1
2010-11-01,84964A,PINK PAINTED KASHMIRI TABLE,30.0,1,1,1
2010-11-01,84964B,BLUE PAINTED KASHMIRI TABLE,30.0,1,1,1
2010-11-01,84965A,PINK KASHMIRI COFFEE TABLE,30.0,1,1,1
2010-11-01,84965B,BLUE KASHMIRI COFFEE TABLE,30.0,1,1,1
2010-11-01,BANK CHARGES,Bank Charges,30.0,2,2,2
2010-11-01,84616,SILVER ROCCOCO CHANDELIER,29.95,1,1,1
2010-11-01,85130B,BEADED CRYSTAL HEART GREEN LARGE,29.879999999999995,15,4,1
2010-11-01,21344,MOROCCAN BEATEN METAL DISH,29.849999999999998,3,2,2
2010-11-01,16259,PIECE OF CAMO STATIONERY SET,29.82,142,2,2
2010-11-01,72008,FROSTED BOX 9 WHITE T-LIGHT CANDLES,29.819999999999997,71,6,6
2010-11-01,21757,LIGHTHOUSE PRINTED METAL SIGN,29.700000000000003,6,3,3
2010-11-01,84905,PINK BUTTERFLY CUSHION COVER,29.700000000000003,6,2,2
2010-11-01,84686,BEACH HUT MIRROR,29.69,5,4,2
2010-11-01,84856L,LARGE TAHITI BEACH BAG,29.689999999999998,3,3,1
2010-11-01,84800L,LARGE WHITE/PINK ROSE ART FLOWER,29.68,14,2,2
2010-11-01,71279,PINK GLASS CANDLEHOLDER,29.510000000000005,9,4,3
2010-11-01,90186A,AMETHYST HOOP EARRING FLORAL LEAF,29.51,10,5,4
2010-11-01,15044B,BLUE PAPER PARASOL,29.500000000000004,10,3,3
2010-11-01,84247C,PACK/12 BLUE REINDEER CARD,29.5,10,8,8
2010-11-01,84715,SET OF 6 ICE CREAM SKITTLES,29.5,10,4,4
2010-11-01,35951,FOLKART BAUBLE CHRISTMAS DECORATION,29.490000000000002,57,3,3
2010-11-01,20832,RED FLOCK LOVE HEART PHOTO FRAME,29.47,28,10,5
2010-11-01,20831,GOLD PHOTO FRAME,29.43,11,5,2
2010-11-01,21400,RED PUDDING SPOON,29.42,68,6,4
2010-11-01,84846A,SCENTED CANDLE IN DIGITALIS TIN,29.410000000000004,13,2,1
2010-11-01,21027,NINJA RABBIT PINK,29.35,25,6,6
2010-11-01,90214S,"LETTER ""S"" BLING KEY RING",29.349999999999998,27,14,5
2010-11-01,47594B,SCOTTIES DESIGN WASHBAG,29.25,15,8,8
2010-11-01,21785,RAIN PONCHO,28.86,33,7,6
2010-11-01,21025,SPACE FROG,28.77,21,8,5
2010-11-01,37461,FUNKY MONKEY MUG,28.75,23,7,6
2010-11-01,84499,BLACK FLOWER CANDLE PLATE,28.7,29,5,2
2010-11-01,17084P,DRAGONS BLOOD INCENSE,28.4,130,8,4
2010-11-01,16216,LETTER SHAPE PENCIL SHARPENER,28.16,176,10,10
2010-11-01,79190A,RETRO PLASTIC 70'S TRAY,28.16,65,7,5
2010-11-01,85211,S/4 GROOVY CAT MAGNETS,28.11,16,6,5
2010-11-01,20857,BLUE ROSE PATCH PURSE PINK BUTTERFL,28.049999999999997,17,9,9
2010-11-01,21040,MODERN VINTAGE COTTON SHOPPING BAG,28.049999999999997,11,1,1
2010-11-01,90085,CRYSTAL STILETTO PHONE CHARM,27.97,31,6,4
2010-11-01,22345,PARTY PIZZA DISH BLUE POLKADOT,27.93,30,7,4
2010-11-01,84613C,BLUE NEW BAROQUE FLOCK CANDLESTICK,27.900000000000002,6,3,3
2010-11-01,90099,NECKLACE+BRACELET SET BLUE HIBISCUS,27.849999999999998,6,5,1
2010-11-01,20655,QUEEN OF SKIES LUGGAGE TAG,27.54,18,13,8
2010-11-01,21850,BLUE DIAMANTE PEN IN GIFT BOX,27.48,6,4,2
2010-11-01,21424,WOODLAND STORAGE BOX LARGE,27.43,7,5,2
2010-11-01,21417,COCKLE SHELL DISH,27.330000000000002,10,5,2
2010-11-01,35809A,ENAMEL PINK TEA CONTAINER,27.310000000000002,12,5,4
2010-11-01,22040,BOTANICAL ROSE GIFT WRAP,27.3,65,3,3
2010-11-01,47589,CONGRATULATIONS BUNTING,27.25,5,2,2
2010-11-01,21144,PINK POODLE HANGING DECORATION,27.16,58,7,3
2010-11-01,22229,BUNNY WOODEN PAINTED WITH FLOWER,27.159999999999997,31,6,5
2010-11-01,90087,CRYSTAL SEA HORSE PHONE CHARM,27.04,28,5,2
2010-11-01,35271S,GOLD PRINT PAPER BAG,26.980000000000004,142,7,7
2010-11-01,90134,OLD ROSE COMBO BEAD NECKLACE,26.64,9,6,0
2010-11-01,21128,GOLD FISHING GNOME,26.62,3,2,1
2010-11-01,15044D,RED PAPER PARASOL,26.57,7,3,2
2010-11-01,85206A,CREAM FELT EASTER EGG BASKET,26.519999999999996,14,4,2
2010-11-01,35095A,BLUE VICTORIAN FABRIC OVAL BOX,26.46,56,9,5
2010-11-01,84877A,PINK ROUND COMPACT MIRROR,26.25,7,5,5
2010-11-01,22134,LADLE LOVE HEART RED,26.189999999999998,47,15,4
2010-11-01,21654,RIDGED GLASS FINGER BOWL,26.099999999999998,18,2,2
2010-11-01,85230A,OPIUM SCENTED VOTIVE CANDLE,25.919999999999998,96,4,4
2010-11-01,21030,SPACE CADET RED,25.6,22,4,4
2010-11-01,gift_0001_30,Dotcomgiftshop Gift Voucher £30.00,25.53,1,1,0
2010-11-01,21633,SUNFLOWER DECORATIVE PARASOL,25.5,2,2,2
2010-11-01,22638,SET OF 4 NAPKIN CHARMS CROWNS,25.5,10,5,5
2010-11-01,47574A,ENGLISH ROSE SCENTED HANGING FLOWER,25.5,6,2,2
2010-11-01,72800F,4 IVORY DINNER CANDLES GOLD FLOCK,25.5,10,5,5
2010-11-01,84617,NEW BAROQUE BLACK BOXES,25.5,2,1,1
2010-11-01,85124B,BLUE JUICY FRUIT PHOTO FRAME,25.5,10,3,3
2010-11-01,85163B,BLACK BAROQUE WALL CLOCK,25.5,2,2,2
2010-11-01,90023,FILIGREE DIAMANTE EARRINGS,25.5,6,3,3
2010-11-01,21332,MOROCCAN BEATEN METAL MIRROR,25.49,1,1,0
2010-11-01,84968b,SET OF 16 VINTAGE IVORY CUTLERY,25.49,1,1,0
2010-11-01,84968e,SET OF 16 VINTAGE BLACK CUTLERY,25.49,1,1,0
2010-11-01,90200E,GREEN SWEETHEART BRACELET,25.48,6,4,2
2010-11-01,21418,STARFISH SOAP DISH,25.46,9,4,2
2010-11-01,22389,PAPERWEIGHT SAVE THE PLANET,25.459999999999997,9,3,2
2010-11-01,90120D,WHITE MURANO TWIST BRACELET,25.450000000000003,6,3,1
2010-11-01,21281,VINTAGE KITCHEN PRINT SEAFOOD,25.419999999999998,8,3,1
2010-11-01,84884a,ANT WHITE WIRE HEART SPIRAL,25.410000000000004,3,3,0
2010-11-01,20910,VINTAGE PHOTO ALBUM PARIS DAYS,25.4,4,2,1
2010-11-01,21442,GREEN BIRDHOUSE DECORATION,25.38,27,5,2
2010-11-01,85032C,CURIOUS IMAGES GIFT WRAP SET,25.220000000000002,10,4,2
2010-11-01,22538,MINI JIGSAW GO TO THE FAIR,25.22,58,7,5
2010-11-01,21805,WHITE CHRISTMAS TREE DECORATION,25.21,59,7,6
2010-11-01,20861,GOLD COSMETIC BAG PINK STAR,25.2,12,3,2
2010-11-01,21881,CUTE CATS TAPE,25.2,31,7,3
2010-11-01,84247G,"DECOUPAGE,GREETING CARD,",25.2,60,3,1
2010-11-01,84247L,FAWN AND MUSHROOM GREETING CARD,25.2,60,5,5
2010-11-01,35610B,BLACK CHRISTMAS FLOCK DROPLET,25.0,20,2,2
2010-11-01,90081C,LILY BROOCH OLIVE COLOUR,24.89,5,3,2
2010-11-01,90157,RIVIERA NECKLACE,24.89,5,2,1
2010-11-01,85039C,S/4 BLACK MINI ROSE CANDLE IN BOWL,24.86,15,10,3
2010-11-01,90040C,MURANO STYLE GLASS BRACELET GOLD,24.81,7,3,2
2010-11-01,82616C,MIDNIGHT GLAMOUR SCARF KNITTING KIT,24.79,9,9,5
2010-11-01,21645,ASSORTED TUTTI FRUTTI ROUND BOX,24.75,15,8,7
2010-11-01,85025C,PINK HEART SHAPE PHOTO FRAME,24.75,15,6,6
2010-11-01,85031A,ROMANTIC IMAGES SCRAP BOOK SET,24.75,5,5,5
2010-11-01,85031C,CURIOUS IMAGES SCRAP BOOK SET,24.75,5,4,4
2010-11-01,21879,HEARTS GIFT TAPE,24.69,24,9,4
2010-11-01,22529,MAGIC DRAWING SLATE GO TO THE FAIR,24.380000000000003,56,18,17
2010-11-01,85202,HANGING WOOD AND FELT HEART,24.36,44,7,3
2010-11-01,90143,SILVER BRACELET W PASTEL FLOWER,24.21,3,3,0
2010-11-01,90036A,FLOWER GARLAND NECKLACE RED,24.09,3,3,0
2010-11-01,90108,BLUE BLOSSOM HAIR CLIP,23.92,20,4,2
2010-11-01,84799,SPRIG LAVENDER ARTIFICIAL FLOWER,23.91,51,2,2
2010-11-01,90021,LASER CUT MULTI STRAND NECKLACE,23.9,2,2,2
2010-11-01,90178B,PURPLE CHUNKY GLASS+BEAD NECKLACE,23.9,2,1,1
2010-11-01,21765,HANGING METAL BIRD BATH,23.85,3,3,2
2010-11-01,84600,NEW BAROQUE JEWELLERY BOX,23.85,3,3,2
2010-11-01,47343A,FUSCHIA FLOWER PURSE WITH BEADS,23.84,16,3,3
2010-11-01,84858C,PINK RIVIERA HANDBAG,23.8,4,3,3
2010-11-01,22230,JIGSAW TREE WITH WATERING CAN,23.799999999999997,28,5,5
2010-11-01,22407,MONEY BOX FIRST ADE DESIGN,23.77,17,5,3
2010-11-01,46118,FUNKY MONKEY CUSHION COVER,23.77,19,3,2
2010-11-01,84576,BLUE CAT BISCUIT BARREL PINK HEART,23.77,3,3,2
2010-11-01,84614A,PINK BAROQUE FLOCK CANDLE HOLDER,23.77,3,2,1
2010-11-01,84596K,JELLY BABIES YELLOW SMALL BOWL,23.75,19,4,4
2010-11-01,21386,IVORY HANGING DECORATION EGG,23.72,26,2,1
2010-11-01,22722,SET OF 6 SPICE TINS PANTRY DESIGN,23.700000000000003,6,1,1
2010-11-01,17129F,BLUE GLASS GEMS IN BAG,23.7,30,5,2
2010-11-01,84803A,PINK ALLIUM ARTIFICIAL FLOWER,23.66,14,2,2
2010-11-01,90201A,PURPLE ENAMEL FLOWER RING,23.620000000000005,8,3,1
2010-11-01,90201B,BLACK ENAMEL FLOWER RING,23.620000000000005,8,3,1
2010-11-01,90201C,RED ENAMEL FLOWER RING,23.620000000000005,8,3,1
2010-11-01,20839,FRENCH PAISLEY CUSHION COVER,23.6,8,2,1
2010-11-01,20936,FORKED CACTUS CANDLE,23.6,8,3,3
2010-11-01,21882,SKULLS TAPE,23.540000000000003,30,7,3
2010-11-01,62096A,PINK/YELLOW FLOWERS HANDBAG,23.47,13,3,2
2010-11-01,21146,ANTIQUE GLASS RIDGED HANGING BALL,23.4,12,1,1
2010-11-01,85179C,PINK BITTY LIGHT CHAIN,23.29,3,2,1
2010-11-01,22860,EASTER TIN CHICKS PINK DAISY,23.279999999999998,11,3,2
2010-11-01,85179A,GREEN BITTY LIGHT CHAIN,23.270000000000003,4,4,3
2010-11-01,85180A,RED HEARTS LIGHT CHAIN,23.25,5,3,3
2010-11-01,85025B,EAU DE NILE HEART SHAPE PHOTO FRAME,23.159999999999997,13,7,6
2010-11-01,84459B,YELLOW METAL CHICKEN HEART,23.11,13,5,3
2010-11-01,84927F,PSYCHEDELIC TILE HOOK,23.11,10,4,3
2010-11-01,17021,NAMASTE SWAGAT INCENSE,23.099999999999998,77,5,5
2010-11-01,84549,CROCHET WHITE RABBIT KEYRING,23.099999999999998,14,2,2
2010-11-01,84551,CROCHET DOG KEYRING,23.099999999999998,14,2,2
2010-11-01,84507B,STRIPES DESIGN MONKEY DOLL,22.95,9,5,4
2010-11-01,21280,VINTAGE KITCHEN PRINT VEGETABLES,22.909999999999997,8,3,2
2010-11-01,85087,CANDY SPOT CUSHION COVER,22.840000000000003,4,3,1
2010-11-01,90098,NECKLACE+BRACELET PINK BUTTERFLY,22.79,9,4,2
2010-11-01,16008,SMALL FOLDING SCISSOR(POINTED EDGE),22.75,91,8,8
2010-11-01,90129A,PINK GLASS TASSLE BAG CHARM,22.680000000000003,9,5,2
2010-11-01,90118,PINK DAISY BAG CHARM,22.669999999999998,9,7,2
2010-11-01,20694,FLORAL PINK MONSTER,22.62,5,2,1
2010-11-01,90002D,FLOWER BURST SILVER RING CRYSTAL,22.62,6,5,3
2010-11-01,17001,HEAVENS SCENT FRAGRANCE OILS ASSTD,22.619999999999997,78,3,3
2010-11-01,47021G,SET/6 BEAD COASTERS GAUZE BAG GOLD,22.619999999999997,12,4,3
2010-11-01,20825,GOLD WINE GLASS,22.5,6,1,1
2010-11-01,22270,HAPPY EASTER HANGING DECORATION,22.5,6,2,2
2010-11-01,37477C,"FLOWER FAIRY MUG+COASTER,ROSE",22.5,6,1,1
2010-11-01,82011B,BATHROOM SCALES RUBBER DUCKS,22.5,6,2,2
2010-11-01,84875A,PINK SQUARE COMPACT MIRROR,22.5,6,3,1
2010-11-01,85160A,WHITE BIRD GARDEN DESIGN MUG,22.5,18,1,1
2010-11-01,85166B,BLACK METAL BAROQUE PHOTO FRAME,22.5,6,4,3
2010-11-01,35607A,PINK FLUFFY CHRISTMAS DECORATION,22.22,86,6,5
2010-11-01,37479B,CUBIC MUG FLOCK BLUE ON BROWN,22.08,3,2,1
2010-11-01,84872a,TEATIME FUNKY FLOWER BACKPACK FOR 2,22.04,2,2,0
2010-11-01,20781,GOLD EAR MUFF HEADPHONES,21.96,4,3,3
2010-11-01,21403,BLUE EGG SPOON,21.849999999999998,51,4,2
2010-11-01,85144,JARDIN ETCHED GLASS BUTTER DISH,21.75,3,2,2
2010-11-01,85213,MINI ZINC GARDEN DECORATIONS,21.58,13,5,0
2010-11-01,90019C,SILVER BLACK ORBIT BRACELET,21.48,4,3,1
2010-11-01,20953,PORCELAIN CHERUB BELL LARGE,21.45,13,1,0
2010-11-01,20774,GREEN FERN NOTEBOOK,21.449999999999996,13,4,4
2010-11-01,79144B,PAINTED LIGHTBULB STAR+ MOON,21.42,47,9,5
2010-11-01,20731,POSY CANDY BAG,21.28,14,3,1
2010-11-01,20707,CRAZY DAISY HEART DECORATION,21.259999999999998,16,3,2
2010-11-01,16248B,BLUE HOLE PUNCH,21.25,17,3,3
2010-11-01,20703,BLUE PADDED SOFT MOBILE,21.25,5,4,3
2010-11-01,21004,ROSE DU SUD CHILDRENS APRON,21.25,5,2,2
2010-11-01,21684,SMALL MEDINA STAMPED METAL BOWL,21.25,25,3,3
2010-11-01,85132a,CHARLIE + LOLA BISCUITS TINS,21.23,1,1,0
2010-11-01,90018A,SILVER M.O.P ORBIT DROP EARRINGS,21.23,5,4,2
2010-11-01,84922,PINK BUTTERFLY WASHBAG,21.22,4,2,1
2010-11-01,90120C,GREEN MURANO TWIST BRACELET,21.22,5,3,1
2010-11-01,22105,MIRROR MOSAIC GOBLET CANDLE HOLDER,21.09,5,4,1
2010-11-01,21000,ROSE DU SUD COSMETICS BAG,21.05,6,3,1
2010-11-01,72351a,SET/6 TURQUOISE BUTTERFLY T-LIGHTS,21.05,5,5,0
2010-11-01,20616,CHERRY BLOSSOM PASSPORT COVER,21.03,7,7,2
2010-11-01,22516,CHILDS GARDEN RAKE BLUE,21.01,9,6,5
2010-11-01,16052,TEATIME PUSH DOWN RUBBER,21.0,49,3,2
2010-11-01,16169N,WRAP BLUE RUSSIAN FOLKART,21.0,50,2,2
2010-11-01,22038,BOTANICAL LAVENDER GIFT WRAP,21.0,50,2,2
2010-11-01,22987,"WRAP , SUMMER ROSE DESIGN",21.0,50,2,2
2010-11-01,90116,FRUIT SALAD BAG CHARM,20.95,9,7,1
2010-11-01,21884,CAKES AND BOWS GIFT TAPE,20.72,21,5,2
2010-11-01,37444C,PINK BREAKFAST CUP AND SAUCER,20.68,4,4,1
2010-11-01,90183A,AMBER DROP EARRINGS W LONG BEADS,20.660000000000004,7,2,1
2010-11-01,20662,FIRST CLASS HOLIDAY PURSE,20.650000000000002,7,2,2
2010-11-01,21382,SET/4 SPRING FLOWER DECORATION,20.65,7,4,4
2010-11-01,21028,NINJA RABBIT BLACK,20.61,17,6,4
2010-11-01,16053,POPART COL BALLPOINT PEN ASST,20.58,98,2,2
2010-11-01,22596,CHRISTMAS STAR WISH LIST CHALKBOARD,20.4,24,7,7
2010-11-01,71101E,STANDING FAIRY POLE SUPPORT,20.4,24,2,2
2010-11-01,84507C,BLUE CIRCLES DESIGN MONKEY DOLL,20.4,8,3,2
2010-11-01,90165B,WHITE ROSEBUD PEARL EARRINGS,20.37,8,4,1
2010-11-01,84951B,SET OF 4 BLACK LOVEBIRD COASTERS,20.36,7,2,1
2010-11-01,90137,PINK COMBO MINI CRYSTALS NECKLACE,20.36,4,2,1
2010-11-01,90158,ST TROPEZ NECKLACE,20.36,4,3,0
2010-11-01,90161D,ANT COPPER PINK BOUDICCA BRACELET,20.36,4,2,0
2010-11-01,46000R,POLYESTER FILLER PAD 45x30cm,20.3,14,7,7
2010-11-01,84559a,3D SHEET OF DOG STICKERS,20.28,12,5,0
2010-11-01,22033,BOTANICAL ROSE GREETING CARD,20.16,48,4,4
2010-11-01,85039a,SET/4 RED MINI ROSE CANDLE IN BOWL,20.16,6,4,0
2010-11-01,85114b,IVORY ENCHANTED FOREST PLACEMAT,20.16,6,1,0
2010-11-01,17012E,ORIGAMI OPIUM INCENSE/CANDLE SET,20.119999999999997,8,5,1
2010-11-01,72801g,4 BURGUNDY WINE DINNER CANDLES,20.08,8,1,0
2010-11-01,51020B,STRIPY DESIGN SHOWER CAP,20.0,16,7,6
2010-11-01,84358,FLOOR LAMP SHADE WOOD BASE,19.9,2,1,1
2010-11-01,90014C,SILVER/BLACK ORBIT NECKLACE,19.9,2,2,2
2010-11-01,90124B,BLUE MURANO TWIST NECKLACE,19.9,2,1,1
2010-11-01,90180B,PURPLE AMETHYST NECKLACE W TASSEL,19.9,2,2,2
2010-11-01,90214J,"LETTER ""J"" BLING KEY RING",19.9,22,17,2
2010-11-01,85044,RED REINDEER STRING OF 20 LIGHTS,19.8,4,2,2
2010-11-01,90133,TEAL/FUSCHIA COL BEAD NECKLACE,19.8,4,1,1
2010-11-01,20773,BLUE PAISLEY NOTEBOOK,19.799999999999997,12,8,8
2010-11-01,21197,MULTICOLOUR CONFETTI IN TUBE,19.799999999999997,12,1,1
2010-11-01,21198,WHITE HEART CONFETTI IN TUBE,19.799999999999997,12,1,1
2010-11-01,22102,MIRROR MOSAIC T-LIGHT HOLDER,19.799999999999997,12,2,2
2010-11-01,22286,"DECORATION , WOBBLY RABBIT , METAL",19.799999999999997,12,1,1
2010-11-01,85130A,BEADED PEARL HEART WHITE LARGE,19.799999999999997,12,4,4
2010-11-01,21426,WOODLAND STORAGE BOX SMALL,19.77,7,4,2
2010-11-01,84559D,3D SHEET OF SEA WORLD STICKERS,19.549999999999997,23,4,4
2010-11-01,90010A,MIDNIGHT BLUE GLASS/SILVER BRACELET,19.54,2,2,0
2010-11-01,21943,CAKES AND RABBITS DESIGN FLANNEL,19.39,19,10,5
2010-11-01,90013C,GREEN VINTAGE EARRINGS,19.240000000000002,5,2,1
2010-11-01,90000D,COPPER/OLIVE GREEN FLOWER NECKLACE,19.11,3,3,0
2010-11-01,90013A,MIDNIGHT BLUE VINTAGE EARRINGS,19.05,5,5,0
2010-11-01,85047,WHITE BEADED GARLAND STRING 20LIGHT,19.049999999999997,3,2,2
2010-11-01,90082B,DIAMANTE BOW BROOCH RED COLOUR,19.049999999999997,3,1,1
2010-11-01,90199B,5 STRAND GLASS NECKLACE AMETHYST,19.049999999999997,3,3,3
2010-11-01,84509E,SET OF 4 CAROUSEL PLACEMATS,18.990000000000002,3,2,1
2010-11-01,79190D,RETRO PLASTIC DAISY TRAY,18.95,40,11,7
2010-11-01,20795,LARGE BLUE PROVENCAL CERAMIC BALL,18.910000000000004,8,3,2
2010-11-01,85088,CANDY SPOT HAND BAG,18.910000000000004,8,3,2
2010-11-01,84898F,YELLOW FLOWERS FELT HANDBAG KIT,18.900000000000002,9,5,5
2010-11-01,85020,ROUND PINK HEART MIRROR,18.900000000000002,9,3,3
2010-11-01,90173,PAIR BUTTERFLY HAIR CLIPS,18.810000000000002,5,2,1
2010-11-01,17191A,ROSE FLOWER CANDLE+INCENSE 16X16CM,18.75,5,3,3
2010-11-01,20696,FLORAL SOFT CAR TOY,18.75,5,2,2
2010-11-01,20763,DAISY SKETCHBOOK,18.75,5,5,5
2010-11-01,21226,POCKET MIRROR WOODLAND,18.75,15,1,1
2010-11-01,47563B,WAVELINE SURF IRONING BOARD COVER,18.75,5,3,3
2010-11-01,84497,BUTTONS AND STRIPES NOTEBOOK,18.75,5,2,2
2010-11-01,84595E,LARGE TORTILLA DESIGN RED BOWL,18.75,5,2,2
2010-11-01,84660B,BLACK STITCHED WALL CLOCK,18.75,5,2,2
2010-11-01,84847,FLORAL BATHROOM SET,18.75,5,4,4
2010-11-01,85098B,BLUE FLYING SINGING CANARY,18.75,5,2,2
2010-11-01,90181A,AMBER GLASS/SHELL/PEARL NECKLACE,18.68,2,2,0
2010-11-01,85090,CANDY SPOT APRON,18.62,3,3,1
2010-11-01,84984C,ORIENTAL BLUE CUSHION COVER,18.6,4,2,2
2010-11-01,21441,BLUE BIRDHOUSE DECORATION,18.5,17,6,1
2010-11-01,35991,SET/6 BLACK SNOWFLAKE T-LIGHTS,18.48,44,8,8
2010-11-01,21910,WAY OUT METAL SIGN,18.15,11,5,5
2010-11-01,90040B,MURANO STYLE GLASS BRACELET BLACK,18.12,5,3,1
2010-11-01,90129C,GREEN GLASS TASSLE BAG CHARM,18.07,7,5,3
2010-11-01,90129E,PURPLE GLASS TASSLE BAG CHARM,18.07,7,3,1
2010-11-01,20851,ZINC HEART LATTICE TRAY OVAL,17.85,3,2,2
2010-11-01,22281,EASTER TREE YELLOW BIRDS,17.85,3,2,2
2010-11-01,84575A,PINK DOG CANNISTER,17.85,3,3,3
2010-11-01,84689,S/2 BEACH HUT TREASURE CHESTS,17.85,3,2,1
2010-11-01,84915,HAND TOWEL PINK FLOWER AND DAISY,17.85,3,2,2
2010-11-01,18097A,PINK TALL PORCELAIN T-LIGHT HOLDER,17.849999999999998,7,5,5
2010-11-01,20964,POLYESTER FILLER PAD 60x40cm,17.849999999999998,7,2,2
2010-11-01,79191C,RETRO PLASTIC ELEPHANT TRAY,17.849999999999998,21,8,7
2010-11-01,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,17.78,7,6,0
2010-11-01,20837,FRENCH FLORAL CUSHION COVER,17.700000000000003,6,1,1
2010-11-01,22116,METAL SIGN HIS DINNER IS SERVED,17.700000000000003,6,3,3
2010-11-01,84199,GLOW IN DARK DOLPHINS,17.650000000000002,83,9,8
2010-11-01,20869,GOLD FABRIC MIRROR,17.59,14,4,2
2010-11-01,72801d,4 SKY BLUE DINNER CANDLES,17.57,7,3,0
2010-11-01,90214N,"LETTER ""N"" BLING KEY RING",17.55,15,4,1
2010-11-01,16015,MEDIUM CHINESE STYLE SCISSOR,17.5,35,4,4
