invoice_no,invoice_date,customer_id,country,order_value_gbp,units,product_lines,distinct_products
537221,2010-12-05 15:54:00,17965,United Kingdom,37.35,14,7,7
537222,2010-12-05 16:00:00,14404,United Kingdom,129.23,56,25,25
537223,2010-12-05 16:10:00,13579,United Kingdom,164.70000000000002,46,9,9
537224,2010-12-05 16:24:00,13174,United Kingdom,1369.06,674,152,122
537225,2010-12-05 16:41:00,12748,United Kingdom,491.38,310,63,60
537226,2010-12-06 08:34:00,15987,United Kingdom,113.48,86,9,9
537227,2010-12-06 08:42:00,17677,United Kingdom,922.4000000000001,700,20,20
537228,2010-12-06 08:43:00,17677,United Kingdom,25.200000000000003,12,1,1
537229,2010-12-06 08:44:00,17677,United Kingdom,17.4,12,1,1
537230,2010-12-06 09:20:00,,United Kingdom,2.95,1,1,1
537231,2010-12-06 09:21:00,13652,United Kingdom,308.8,112,18,18
537233,2010-12-06 09:37:00,17428,United Kingdom,353.0,148,9,9
537235,2010-12-06 09:45:00,17381,United Kingdom,2567.6400000000003,1464,5,5
537236,2010-12-06 09:52:00,16858,United Kingdom,375.69000000000005,91,10,9
537237,2010-12-06 09:58:00,,United Kingdom,7335.45,1608,597,595
537238,2010-12-06 10:03:00,16161,United Kingdom,164.2,88,15,15
537239,2010-12-06 10:05:00,18219,United Kingdom,210.19,67,13,13
537240,2010-12-06 10:08:00,,United Kingdom,7660.48,1811,568,568
537241,2010-12-06 10:18:00,14293,United Kingdom,364.92,172,15,15
537242,2010-12-06 10:19:00,14748,United Kingdom,412.22,282,29,29
537243,2010-12-06 10:19:00,16638,United Kingdom,50.400000000000006,24,2,2
537244,2010-12-06 10:20:00,17674,United Kingdom,300.66,349,11,11
537245,2010-12-06 10:24:00,14748,United Kingdom,58.2,48,3,3
537246,2010-12-06 10:27:00,12808,Portugal,129.4,53,7,7
537247,2010-12-06 10:34:00,13094,United Kingdom,223.68,192,3,3
537248,2010-12-06 10:36:00,15899,United Kingdom,56.25,39,4,4
537249,2010-12-06 10:38:00,16955,United Kingdom,33.0,20,1,1
537250,2010-12-06 10:43:00,12708,Germany,196.44,89,14,14
537252,2010-12-06 10:46:00,,United Kingdom,26.349999999999998,31,1,1
537253,2010-12-06 10:53:00,,United Kingdom,351.47,178,24,23
537254,2010-12-06 11:01:00,15898,United Kingdom,377.64,207,57,55
537255,2010-12-06 11:03:00,14443,United Kingdom,303.5,163,20,20
537256,2010-12-06 11:06:00,16210,United Kingdom,2263.8,796,11,11
537257,2010-12-06 11:10:00,17691,United Kingdom,142.5,58,9,9
537258,2010-12-06 11:16:00,17227,United Kingdom,142.25,92,10,10
537262,2010-12-06 11:26:00,15039,United Kingdom,585.41,256,54,54
537265,2010-12-06 11:26:00,15919,United Kingdom,214.07999999999998,175,39,38
537298,2010-12-06 11:37:00,13497,United Kingdom,153.5,54,9,9
537301,2010-12-06 11:38:00,15860,United Kingdom,102.66,72,15,14
537312,2010-12-06 11:42:00,14189,United Kingdom,311.24,254,9,9
537313,2010-12-06 11:42:00,15304,United Kingdom,123.15,21,5,5
537332,2010-12-06 11:58:00,14344,United Kingdom,322.8,120,12,12
537334,2010-12-06 12:06:00,16719,United Kingdom,430.73,146,44,44
537335,2010-12-06 12:15:00,15048,United Kingdom,98.7,32,23,23
537346,2010-12-06 12:21:00,15301,United Kingdom,673.37,503,34,34
537350,2010-12-06 12:23:00,14708,United Kingdom,419.06,350,12,12
537351,2010-12-06 12:23:00,16898,United Kingdom,112.08,94,29,29
537354,2010-12-06 12:23:00,12748,United Kingdom,133.07,85,38,38
537359,2010-12-06 12:30:00,14825,United Kingdom,184.10000000000002,72,10,10
537360,2010-12-06 12:31:00,18113,United Kingdom,76.32000000000001,72,1,1
537362,2010-12-06 12:34:00,17596,United Kingdom,390.97,529,59,56
537365,2010-12-06 12:38:00,15078,United Kingdom,449.95000000000005,201,21,21
537366,2010-12-06 12:39:00,14085,United Kingdom,308.05,106,12,12
537367,2010-12-06 12:39:00,15078,United Kingdom,25.200000000000003,12,1,1
537368,2010-12-06 12:40:00,14911,EIRE,377.5,135,15,15
537369,2010-12-06 12:41:00,17860,United Kingdom,226.45000000000002,93,52,49
537370,2010-12-06 12:44:00,13155,United Kingdom,379.7,168,52,51
537371,2010-12-06 12:47:00,15028,United Kingdom,185.97,119,14,14
537372,2010-12-06 12:52:00,16919,United Kingdom,198.35,73,22,22
537374,2010-12-06 12:55:00,17259,United Kingdom,367.95,256,82,74
537375,2010-12-06 12:55:00,17019,United Kingdom,358.82,223,49,48
537376,2010-12-06 12:59:00,16722,United Kingdom,480.68,278,16,16
537377,2010-12-06 13:01:00,15882,United Kingdom,270.52,116,14,14
537378,2010-12-06 13:06:00,14911,EIRE,784.15,476,20,20
537380,2010-12-06 13:12:00,15882,United Kingdom,100.80000000000001,48,2,2
537381,2010-12-06 13:13:00,14667,United Kingdom,511.56,372,24,24
537382,2010-12-06 13:13:00,16710,United Kingdom,370.42,192,54,53
537384,2010-12-06 13:21:00,15984,United Kingdom,122.7,56,5,5
537385,2010-12-06 13:22:00,14487,United Kingdom,125.10000000000001,37,13,13
537386,2010-12-06 13:32:00,14911,EIRE,20.85,3,1,1
537387,2010-12-06 13:34:00,13468,United Kingdom,222.18,84,14,14
537388,2010-12-06 13:35:00,17682,United Kingdom,391.5,210,18,18
537389,2010-12-06 13:41:00,17757,United Kingdom,149.0,60,19,19
537390,2010-12-06 13:47:00,16658,United Kingdom,123.24,40,8,8
537391,2010-12-06 13:53:00,16550,United Kingdom,554.66,257,48,48
537392,2010-12-06 13:58:00,17068,United Kingdom,166.15,80,24,24
537393,2010-12-06 13:59:00,13089,United Kingdom,2415.04,972,34,34
537394,2010-12-06 14:00:00,13089,United Kingdom,81.17999999999999,54,5,5
537395,2010-12-06 14:05:00,15356,United Kingdom,143.12,75,49,49
537396,2010-12-06 14:08:00,17223,United Kingdom,292.84000000000003,64,30,29
537397,2010-12-06 14:19:00,16817,United Kingdom,244.20000000000002,164,10,10
537399,2010-12-06 14:31:00,13030,United Kingdom,402.36,174,57,50
537400,2010-12-06 14:36:00,17191,United Kingdom,422.81,261,50,49
537403,2010-12-06 14:43:00,17191,United Kingdom,30.45,21,11,11
537404,2010-12-06 14:46:00,17191,United Kingdom,56.85,38,11,11
537405,2010-12-06 14:51:00,17841,United Kingdom,406.69,132,46,45
537407,2010-12-06 14:55:00,15502,United Kingdom,192.7,34,6,6
537409,2010-12-06 15:00:00,15194,United Kingdom,406.16,247,16,16
537410,2010-12-06 15:03:00,14409,United Kingdom,151.20000000000002,72,1,1
537411,2010-12-06 15:06:00,,United Kingdom,9.65,4,3,3
537412,2010-12-06 15:06:00,14409,United Kingdom,177.60000000000002,96,1,1
537415,2010-12-06 15:09:00,16654,United Kingdom,227.4,63,9,9
537418,2010-12-06 15:13:00,17884,United Kingdom,135.01,65,35,33
537419,2010-12-06 15:14:00,13495,United Kingdom,510.95,209,14,14
537420,2010-12-06 15:18:00,17519,United Kingdom,335.3,184,18,18
537421,2010-12-06 15:25:00,17218,United Kingdom,287.54,129,49,48
537422,2010-12-06 15:27:00,17812,United Kingdom,193.29999999999998,127,29,27
537423,2010-12-06 15:34:00,14215,United Kingdom,166.0,104,6,6
537424,2010-12-06 15:35:00,15602,United Kingdom,92.55000000000001,57,3,3
537428,2010-12-06 15:38:00,17320,United Kingdom,450.92,210,22,22
537429,2010-12-06 15:54:00,12748,United Kingdom,82.12,119,21,20
537433,2010-12-06 16:36:00,12913,United Kingdom,417.62,146,4,4
537434,2010-12-06 16:57:00,,United Kingdom,8223.4,1869,675,674
537435,2010-12-06 16:58:00,17920,United Kingdom,221.5,82,14,14
537440,2010-12-06 17:16:00,17869,United Kingdom,214.32,67,16,16
537441,2010-12-06 17:26:00,13564,United Kingdom,536.0500000000001,255,40,40
537442,2010-12-06 17:29:00,,United Kingdom,5.07,2,2,2
537446,2010-12-07 09:13:00,18055,United Kingdom,569.03,201,28,28
537447,2010-12-07 09:21:00,13963,United Kingdom,151.3,54,7,7
537448,2010-12-07 09:23:00,17450,United Kingdom,39.599999999999994,6,1,1
537456,2010-12-07 09:43:00,17450,United Kingdom,1989.2399999999998,780,2,2
537457,2010-12-07 09:51:00,17511,United Kingdom,1644.94,914,19,19
537458,2010-12-07 09:55:00,17091,United Kingdom,293.45000000000005,101,13,13
537459,2010-12-07 09:57:00,17470,United Kingdom,178.4,112,11,11
537460,2010-12-07 10:04:00,17616,United Kingdom,326.4,128,1,1
537461,2010-12-07 10:06:00,15649,United Kingdom,510.0,120,1,1
537462,2010-12-07 10:06:00,17228,United Kingdom,172.65,89,12,12
537463,2010-12-07 10:08:00,12681,France,1033.52,585,41,41
537464,2010-12-07 10:14:00,14907,United Kingdom,618.07,234,28,28
537465,2010-12-07 10:32:00,17735,United Kingdom,454.6,218,22,22
537467,2010-12-07 10:36:00,16059,United Kingdom,118.25,51,18,18
537468,2010-12-07 10:36:00,12567,France,415.46000000000004,167,20,20
537469,2010-12-07 10:43:00,17720,United Kingdom,102.0,24,1,1
537470,2010-12-07 10:47:00,15018,United Kingdom,111.25,21,5,5
537471,2010-12-07 10:51:00,14344,United Kingdom,17.85,3,1,1
537472,2010-12-07 11:11:00,12971,United Kingdom,111.54,126,6,6
537476,2010-12-07 11:26:00,15838,United Kingdom,957.5,550,3,3
537484,2010-12-07 11:30:00,14733,United Kingdom,1830.02,680,28,28
537489,2010-12-07 11:33:00,17017,United Kingdom,511.79999999999995,396,21,21
537509,2010-12-07 11:41:00,13756,United Kingdom,532.8000000000001,288,2,2
537523,2010-12-07 11:45:00,14176,United Kingdom,159.55,61,9,9
537534,2010-12-07 11:48:00,,United Kingdom,924.59,1,1,1
537538,2010-12-07 11:49:00,15353,United Kingdom,311.65,131,12,12
537567,2010-12-07 11:59:00,18119,United Kingdom,180.7,124,29,29
537592,2010-12-07 12:18:00,17491,United Kingdom,327.40000000000003,268,5,5
537593,2010-12-07 12:21:00,14282,United Kingdom,571.0,300,13,13
537594,2010-12-07 12:28:00,12647,Germany,596.8,155,17,17
537595,2010-12-07 12:29:00,13569,United Kingdom,109.82000000000001,43,23,23
537598,2010-12-07 12:37:00,14135,United Kingdom,319.0,80,14,14
537599,2010-12-07 12:37:00,17954,United Kingdom,19.9,2,1,1
537601,2010-12-07 12:43:00,17287,United Kingdom,108.78,62,9,9
537603,2010-12-07 12:49:00,14673,United Kingdom,373.49,213,15,15
537604,2010-12-07 13:01:00,13488,United Kingdom,1381.92,516,45,45
537605,2010-12-07 13:13:00,16221,United Kingdom,166.74,52,12,12
537606,2010-12-07 13:16:00,15002,United Kingdom,631.65,279,31,30
537607,2010-12-07 13:18:00,15965,United Kingdom,156.19,74,16,16
537608,2010-12-07 13:20:00,15024,United Kingdom,444.42,235,47,46
537609,2010-12-07 13:22:00,17675,United Kingdom,617.12,236,12,12
537612,2010-12-07 13:28:00,13769,United Kingdom,322.3,122,10,10
537614,2010-12-07 13:29:00,16904,United Kingdom,322.8,137,30,30
537615,2010-12-07 13:30:00,15898,United Kingdom,139.0,20,5,5
537616,2010-12-07 13:30:00,16904,United Kingdom,15.9,2,1,1
537617,2010-12-07 13:45:00,16086,United Kingdom,177.26,76,8,8
537618,2010-12-07 13:50:00,15061,United Kingdom,2022.16,956,16,16
537619,2010-12-07 13:53:00,13786,United Kingdom,230.39999999999998,136,7,7
537620,2010-12-07 14:00:00,13880,United Kingdom,97.8,54,6,6
537621,2010-12-07 14:29:00,,United Kingdom,19.5,10,4,4
537622,2010-12-07 14:30:00,13173,United Kingdom,165.94,114,23,23
537623,2010-12-07 14:31:00,15858,United Kingdom,383.93,199,44,44
537624,2010-12-07 14:41:00,12748,United Kingdom,295.11,146,57,53
537625,2010-12-07 14:57:00,15180,United Kingdom,87.5,36,6,6
537626,2010-12-07 14:57:00,12347,Iceland,711.79,319,31,31
537627,2010-12-07 14:58:00,14739,United Kingdom,713.88,476,12,12
537628,2010-12-07 15:02:00,16293,United Kingdom,378.75,189,16,16
537629,2010-12-07 15:03:00,17419,United Kingdom,356.87,191,18,18
537631,2010-12-07 15:04:00,17419,United Kingdom,17.4,12,1,1
537632,2010-12-07 15:08:00,,United Kingdom,13541.33,1,1,1
537633,2010-12-07 15:14:00,,United Kingdom,24.9,5,5,5
537634,2010-12-07 15:15:00,16775,United Kingdom,231.9,62,18,18
537635,2010-12-07 15:18:00,16306,United Kingdom,68.1,30,2,2
537636,2010-12-07 15:20:00,16950,United Kingdom,172.0,32,3,3
537637,2010-12-07 15:22:00,,United Kingdom,15.7,4,4,4
537638,2010-12-07 15:28:00,,United Kingdom,6293.86,1448,601,601
537640,2010-12-07 15:31:00,,United Kingdom,11540.34,2200,148,148
537641,2010-12-07 15:32:00,,United Kingdom,1240.19,138,79,79
537642,2010-12-07 15:33:00,,United Kingdom,2164.51,256,122,122
537643,2010-12-07 15:34:00,,United Kingdom,2416.59,269,123,123
537645,2010-12-07 15:34:00,,United Kingdom,2448.29,254,107,107
537646,2010-12-07 15:39:00,17591,United Kingdom,384.3,124,71,67
537648,2010-12-07 15:48:00,12839,United Kingdom,402.61,271,22,22
537649,2010-12-07 15:48:00,13807,United Kingdom,112.6,36,7,7
537650,2010-12-07 15:48:00,16125,United Kingdom,289.35,124,13,13
537653,2010-12-07 15:54:00,17897,United Kingdom,247.33,80,34,34
537654,2010-12-07 15:59:00,,United Kingdom,135.05,46,21,21
537655,2010-12-07 16:20:00,15081,United Kingdom,111.15,57,8,8
537657,2010-12-07 16:42:00,18102,United Kingdom,9639.12,2790,5,5
537658,2010-12-07 16:43:00,18102,United Kingdom,395.76,120,3,3
537659,2010-12-07 16:43:00,18102,United Kingdom,15885.49,3689,9,9
537664,2010-12-07 17:05:00,15024,United Kingdom,46.8,24,1,1
537665,2010-12-07 17:19:00,16365,United Kingdom,139.86,101,6,6
537666,2010-12-07 18:36:00,,United Kingdom,5058.04,1144,536,536
537667,2010-12-08 08:12:00,17870,United Kingdom,326.4,128,1,1
537668,2010-12-08 08:43:00,14821,United Kingdom,48.800000000000004,20,2,2
537669,2010-12-08 08:58:00,16863,United Kingdom,164.25,105,9,9
537670,2010-12-08 09:07:00,13078,United Kingdom,514.39,151,10,10
537671,2010-12-08 09:20:00,13267,United Kingdom,328.45,145,15,15
537672,2010-12-08 09:30:00,13050,United Kingdom,328.01,182,18,18
537673,2010-12-08 09:49:00,12709,Germany,522.7,139,7,7
537674,2010-12-08 09:51:00,15628,United Kingdom,319.18,250,19,19
537675,2010-12-08 09:53:00,,United Kingdom,5.04,12,1,1
537676,2010-12-08 09:53:00,12386,Australia,258.9,214,8,8
537678,2010-12-08 09:56:00,16779,United Kingdom,356.91,133,9,9
537679,2010-12-08 10:05:00,,United Kingdom,24.59,24,5,5
537680,2010-12-08 10:11:00,13599,United Kingdom,253.24,173,13,13
537681,2010-12-08 10:11:00,13329,United Kingdom,304.2,175,7,7
537682,2010-12-08 10:13:00,13599,United Kingdom,99.6,72,4,4
537683,2010-12-08 10:14:00,12921,United Kingdom,365.4,240,20,20
537685,2010-12-08 10:21:00,18077,United Kingdom,204.87,171,19,19
537686,2010-12-08 10:21:00,14744,United Kingdom,225.0,148,3,3
537688,2010-12-08 10:35:00,17406,United Kingdom,702.1,270,19,19
537689,2010-12-08 10:36:00,15750,United Kingdom,301.52,288,17,17
537690,2010-12-08 10:38:00,13983,United Kingdom,329.36,220,15,15
537691,2010-12-08 10:39:00,13842,United Kingdom,310.57,163,20,20
537692,2010-12-08 10:40:00,14796,United Kingdom,671.21,434,50,49
537693,2010-12-08 10:45:00,12441,France,173.55,121,11,11
537694,2010-12-08 10:46:00,14901,United Kingdom,158.25,63,14,14
537698,2010-12-08 10:51:00,13199,United Kingdom,468.68,452,4,4
537700,2010-12-08 10:51:00,18229,United Kingdom,309.0,68,3,3
537707,2010-12-08 10:53:00,14032,United Kingdom,303.86,176,14,14
537738,2010-12-08 11:02:00,17706,United Kingdom,287.08,144,17,17
537743,2010-12-08 11:02:00,17706,United Kingdom,151.95,65,9,9
537751,2010-12-08 11:04:00,17706,United Kingdom,38.8,16,2,2
537754,2010-12-08 11:16:00,16081,United Kingdom,157.6,53,22,21
537755,2010-12-08 11:31:00,16525,United Kingdom,411.44,198,9,9
537757,2010-12-08 11:38:00,17975,United Kingdom,314.1,86,8,8
537758,2010-12-08 11:41:00,16122,United Kingdom,105.72,118,10,10
537759,2010-12-08 11:42:00,13126,United Kingdom,203.64000000000001,108,12,12
537760,2010-12-08 11:42:00,15973,United Kingdom,307.82000000000005,106,4,4
537761,2010-12-08 11:43:00,13126,United Kingdom,19.799999999999997,12,1,1
537762,2010-12-08 12:01:00,16558,United Kingdom,569.4,275,27,27
537764,2010-12-08 12:06:00,16893,United Kingdom,145.93,62,45,44
537765,2010-12-08 12:08:00,14606,United Kingdom,215.88,81,38,38
537766,2010-12-08 12:08:00,17677,United Kingdom,651.6,288,4,4
537767,2010-12-08 12:09:00,15100,United Kingdom,350.4,32,1,1
537768,2010-12-08 12:11:00,15750,United Kingdom,39.0,20,2,2
537769,2010-12-08 12:17:00,15021,United Kingdom,198.09,90,49,45
537770,2010-12-08 12:24:00,15529,United Kingdom,295.66,176,15,15
537771,2010-12-08 12:29:00,15498,United Kingdom,450.92,204,9,9
537772,2010-12-08 12:35:00,18043,United Kingdom,287.91,157,62,59
537773,2010-12-08 12:36:00,16016,United Kingdom,363.02,138,66,59
537774,2010-12-08 12:40:00,14060,United Kingdom,281.0,196,4,4
537775,2010-12-08 12:41:00,17722,United Kingdom,910.14,525,45,45
537780,2010-12-08 12:45:00,17324,United Kingdom,127.05000000000001,51,6,6
537781,2010-12-08 12:46:00,17341,United Kingdom,416.61,246,136,127
537789,2010-12-08 12:49:00,14051,United Kingdom,623.4200000000001,214,14,14
537791,2010-12-08 12:51:00,16233,United Kingdom,147.39999999999998,12,2,2
537792,2010-12-08 12:56:00,16385,United Kingdom,147.20000000000002,67,19,19
537793,2010-12-08 12:57:00,15032,United Kingdom,2746.75,1655,29,27
537794,2010-12-08 13:01:00,16713,United Kingdom,414.43,189,60,60
537795,2010-12-08 13:03:00,17213,United Kingdom,312.90000000000003,92,15,15
537796,2010-12-08 13:03:00,18061,United Kingdom,405.16,248,6,6
537799,2010-12-08 13:07:00,15916,United Kingdom,142.95,55,11,11
537800,2010-12-08 13:08:00,12748,United Kingdom,69.78999999999999,75,10,10
537801,2010-12-08 13:08:00,15221,United Kingdom,403.25,43,5,5
537802,2010-12-08 13:11:00,13455,United Kingdom,692.94,190,30,30
537803,2010-12-08 13:14:00,15916,United Kingdom,89.5,10,2,2
537804,2010-12-08 13:17:00,12748,United Kingdom,130.64,116,13,11
537806,2010-12-08 13:21:00,13113,United Kingdom,372.96999999999997,105,10,10
537808,2010-12-08 13:23:00,15311,United Kingdom,251.09,145,17,17
537809,2010-12-08 13:28:00,14217,United Kingdom,118.3,26,7,7
537810,2010-12-08 13:30:00,15032,United Kingdom,23.85,3,1,1
537811,2010-12-08 13:30:00,17262,United Kingdom,268.86,74,2,2
537813,2010-12-08 13:38:00,18259,United Kingdom,376.30000000000007,116,7,7
537815,2010-12-08 13:49:00,17676,United Kingdom,300.7,158,15,15
537816,2010-12-08 13:51:00,16679,United Kingdom,129.75,29,3,3
537817,2010-12-08 13:53:00,18269,United Kingdom,168.6,76,7,7
537818,2010-12-08 13:53:00,12766,Portugal,1149.29,424,53,53
537819,2010-12-08 13:55:00,15298,United Kingdom,397.6,286,17,17
537822,2010-12-08 14:22:00,13523,United Kingdom,566.95,365,30,30
537823,2010-12-08 14:25:00,,United Kingdom,6073.71,1484,591,589
537825,2010-12-08 14:36:00,15005,United Kingdom,222.5,118,28,28
537826,2010-12-08 14:38:00,15581,United Kingdom,272.34000000000003,104,21,21
537827,2010-12-08 14:43:00,15332,Lithuania,63.0,30,1,1
537828,2010-12-08 14:43:00,15680,United Kingdom,478.89,331,30,30
537829,2010-12-08 14:46:00,15498,United Kingdom,525.8,260,19,19
537830,2010-12-08 14:46:00,13649,United Kingdom,197.8,67,15,15
537831,2010-12-08 14:50:00,17894,United Kingdom,106.77000000000001,39,11,11
537833,2010-12-08 14:53:00,13270,United Kingdom,590.0,200,1,1
537836,2010-12-08 14:58:00,14866,United Kingdom,103.67999999999999,144,1,1
537837,2010-12-08 14:59:00,13077,United Kingdom,313.72,303,14,14
537839,2010-12-08 15:02:00,,United Kingdom,12.87,9,9,9
537840,2010-12-08 15:03:00,13531,United Kingdom,305.45,103,15,15
537841,2010-12-08 15:10:00,13848,United Kingdom,320.0,1000,1,1
537842,2010-12-08 15:12:00,13140,United Kingdom,158.26,74,15,15
537843,2010-12-08 15:16:00,15713,United Kingdom,171.15,59,9,9
537844,2010-12-08 15:17:00,17999,United Kingdom,190.34,94,38,37
537845,2010-12-08 15:23:00,17690,United Kingdom,71.4,12,4,4
537846,2010-12-08 15:25:00,15347,United Kingdom,201.60000000000002,130,5,5
537847,2010-12-08 15:33:00,14766,United Kingdom,180.4,64,6,6
537848,2010-12-08 15:35:00,13777,United Kingdom,180.0,144,1,1
537849,2010-12-08 15:35:00,13777,United Kingdom,75.0,60,1,1
537850,2010-12-08 15:38:00,16722,United Kingdom,318.84,316,25,25
537851,2010-12-08 15:39:00,13758,United Kingdom,356.4,264,7,7
537852,2010-12-08 15:56:00,17340,United Kingdom,2671.27,1665,86,86
537854,2010-12-08 15:58:00,13984,United Kingdom,154.8,120,5,5
537855,2010-12-08 15:59:00,15996,United Kingdom,263.25,95,32,31
537858,2010-12-08 16:06:00,,United Kingdom,24.95,15,11,11
537859,2010-12-08 16:11:00,14030,United Kingdom,670.55,96,26,26
537861,2010-12-08 16:18:00,16596,United Kingdom,120.65,47,6,6
537862,2010-12-08 16:21:00,12971,United Kingdom,111.53,71,7,7
537863,2010-12-08 16:29:00,14030,United Kingdom,5.95,1,1,1
537864,2010-12-08 16:34:00,16700,United Kingdom,336.94,238,14,14
537865,2010-12-08 16:34:00,16011,United Kingdom,237.95,125,22,22
537866,2010-12-08 16:45:00,17655,United Kingdom,676.1,274,9,9
537867,2010-12-08 16:48:00,16717,United Kingdom,307.25,75,15,15
537868,2010-12-08 16:49:00,12433,Norway,1867.98,1730,74,74
537871,2010-12-08 17:20:00,12748,United Kingdom,167.09,123,25,24
537879,2010-12-09 08:34:00,14243,United Kingdom,213.3,56,8,8
537880,2010-12-09 09:14:00,12963,United Kingdom,365.8,172,16,16
537881,2010-12-09 09:23:00,15513,United Kingdom,956.5,238,12,12
537882,2010-12-09 09:25:00,15079,United Kingdom,141.95,45,4,4
537883,2010-12-09 09:27:00,14437,United Kingdom,63.0,60,5,5
537884,2010-12-09 09:30:00,15694,United Kingdom,525.93,111,6,6
537885,2010-12-09 09:34:00,12942,United Kingdom,258.75,69,16,16
537886,2010-12-09 09:49:00,15660,United Kingdom,209.3,110,10,10
537887,2010-12-09 10:00:00,18092,United Kingdom,1485.72,532,10,10
537888,2010-12-09 10:04:00,15358,United Kingdom,524.35,440,35,35
537889,2010-12-09 10:04:00,13319,United Kingdom,670.48,260,27,27
537890,2010-12-09 10:04:00,15358,United Kingdom,100.19999999999999,36,6,6
537891,2010-12-09 10:05:00,13319,United Kingdom,88.8,36,5,5
537892,2010-12-09 10:13:00,12481,Germany,159.38,85,10,10
537894,2010-12-09 10:16:00,12621,Germany,464.61,227,14,14
537895,2010-12-09 10:30:00,14299,United Kingdom,429.24,92,5,5
537896,2010-12-09 10:33:00,18071,United Kingdom,258.95,157,14,14
537897,2010-12-09 10:37:00,12683,France,213.88,107,13,13
537898,2010-12-09 10:42:00,17377,United Kingdom,364.4,87,20,20
537899,2010-12-09 10:44:00,12755,Japan,3794.3999999999996,1488,1,1
537900,2010-12-09 10:45:00,15983,United Kingdom,382.66,231,24,24
537901,2010-12-09 10:48:00,13854,United Kingdom,309.4,68,3,3
537915,2010-12-09 10:55:00,12797,Portugal,254.03,118,13,13
537955,2010-12-09 11:28:00,16782,United Kingdom,364.2,85,46,46
537963,2010-12-09 11:30:00,13369,United Kingdom,308.28000000000003,149,14,14
537967,2010-12-09 11:31:00,12494,France,57.6,9,3,3
537981,2010-12-09 11:35:00,17857,United Kingdom,1335.2,2154,4,4
537995,2010-12-09 11:39:00,12712,Germany,295.1,84,11,11
538000,2010-12-09 11:44:00,12748,United Kingdom,101.9,17,2,2
538002,2010-12-09 11:48:00,14932,Channel Islands,363.53,80,17,17
538003,2010-12-09 12:05:00,12429,Denmark,1281.5,454,20,20
538005,2010-12-09 12:12:00,13090,United Kingdom,832.8,120,3,3
538006,2010-12-09 12:13:00,14987,United Kingdom,163.2,64,2,2
538007,2010-12-09 12:16:00,14355,United Kingdom,174.4,92,11,11
538008,2010-12-09 12:17:00,12683,France,849.2,557,41,41
538009,2010-12-09 12:17:00,14911,EIRE,945.55,287,32,32
538010,2010-12-09 12:20:00,17526,United Kingdom,226.79999999999998,40,5,5
538011,2010-12-09 12:24:00,14896,United Kingdom,257.22,184,32,32
538012,2010-12-09 12:32:00,14527,United Kingdom,224.38,48,29,29
538013,2010-12-09 12:37:00,17062,United Kingdom,109.75,83,12,12
538014,2010-12-09 12:49:00,14440,United Kingdom,656.7,150,13,13
538015,2010-12-09 12:49:00,13240,United Kingdom,224.07,131,21,21
538032,2010-12-09 12:59:00,14479,United Kingdom,174.4,58,10,10
538035,2010-12-09 13:03:00,16065,United Kingdom,367.14,228,73,71
538037,2010-12-09 13:05:00,17430,United Kingdom,112.6,60,5,5
538040,2010-12-09 13:08:00,16520,United Kingdom,325.76,217,60,60
538044,2010-12-09 13:11:00,,United Kingdom,21.299999999999997,16,3,3
538048,2010-12-09 13:14:00,15945,United Kingdom,181.0,52,2,2
538049,2010-12-09 13:21:00,12748,United Kingdom,18.4,8,5,5
538050,2010-12-09 13:22:00,12748,United Kingdom,15.9,2,1,1
538051,2010-12-09 13:24:00,18041,United Kingdom,201.45,152,28,26
538053,2010-12-09 13:34:00,15856,United Kingdom,1571.32,675,30,30
538056,2010-12-09 13:34:00,17198,United Kingdom,249.65,118,24,24
538057,2010-12-09 13:38:00,13102,United Kingdom,316.82,210,11,11
538060,2010-12-09 13:39:00,,United Kingdom,5.85,3,1,1
538063,2010-12-09 13:44:00,18102,United Kingdom,1914.2400000000002,96,1,1
538064,2010-12-09 13:47:00,15271,United Kingdom,111.75,78,24,24
538065,2010-12-09 13:57:00,13982,United Kingdom,428.6,208,23,23
538067,2010-12-09 13:59:00,15288,United Kingdom,165.65,66,26,26
538068,2010-12-09 14:05:00,17978,United Kingdom,300.91999999999996,499,12,12
538069,2010-12-09 14:08:00,16795,United Kingdom,414.88,239,66,64
538070,2010-12-09 14:08:00,16519,United Kingdom,103.7,24,5,5
538071,2010-12-09 14:09:00,,United Kingdom,7268.65,1642,651,648
538073,2010-12-09 14:10:00,17816,United Kingdom,16.21,16,10,10
538076,2010-12-09 14:15:00,15311,United Kingdom,272.36,141,14,14
538077,2010-12-09 14:19:00,14667,United Kingdom,686.15,394,48,46
538078,2010-12-09 14:25:00,16255,United Kingdom,374.25,173,26,26
538079,2010-12-09 14:27:00,17671,United Kingdom,394.18,190,17,17
538080,2010-12-09 14:28:00,17646,United Kingdom,251.0,110,9,9
538086,2010-12-09 14:44:00,12872,United Kingdom,378.53000000000003,203,38,38
538087,2010-12-09 14:44:00,17339,United Kingdom,60.0,16,4,4
538093,2010-12-09 14:49:00,12682,France,739.05,344,33,33
538094,2010-12-09 14:50:00,13117,United Kingdom,186.03,85,11,11
538095,2010-12-09 14:55:00,17097,Spain,174.72,67,40,40
538096,2010-12-09 14:55:00,,United Kingdom,3.7199999999999998,3,3,3
538097,2010-12-09 14:56:00,15192,United Kingdom,315.0,196,15,15
