stock_code,units_sold,revenue_gbp,orders,identified_customers,description,revenue_share_pct
21220,659,888.68,159,65,SET/4 BADGES DOGS,0.0043400502853381175
21724,996,888.3399999999999,178,81,PANDA AND BUNNIES STICKER SHEET,0.004338389825896006
85214,514,886.2299999999999,169,94,TUB 24 PINK FLOWER PEGS,0.004328085209946437
84086C,297,884.75,88,25,PINK/PURPLE RETRO RADIO,0.0043208573276690134
20991,7084,884.5600000000002,32,12,JAZZ HEARTS MAGNETIC MEMO PAD,0.004319929423863129
22164,315,883.2200000000001,49,40,STRING OF STARS CARD HOLDER,0.004313385260179516
84974,89,879.55,57,52,S/2 ZINC HEART DESIGN PLANTERS,0.004295462065613203
72799A,612,877.8000000000001,18,14,BLACK PILLAR CANDLE SILVER FLOCK,0.004286915583190574
23423,219,876.9,66,47,PANTRY 3 HOOK ROLLING PIN HANGER,0.004282520249373222
21185,132,876.29,44,34,HOME SWEET HOME BLACKBOARD,0.004279541189785906
21062,1053,875.87,136,102,PARTY INVITES SPACEMAN,0.004277490034004475
35598B,931,874.6500000000001,57,37,BLACK CHRISTMAS TREE 60CM,0.004271531914829843
90200C,206,874.63,98,32,BLUE SWEETHEART BRACELET,0.004271434240745013
20803,1149,874.4599999999999,84,50,SMALL PINK GLASS SUNDAE DISH,0.004270604011023956
21270,76,874.43,51,24,ANTIQUE CREAM CUTLERY CUPBOARD,0.004270457499896712
90200E,209,873.97,91,36,GREEN SWEETHEART BRACELET,0.004268210995945621
21338,199,873.25,13,9,MARAKESH LANTERN SMALL,0.004264694728891739
84925F,714,873.11,34,29,PSYCHEDELIC WALL THERMOMETER,0.004264011010297929
85165,90,872.76,58,9,CANDY PINK FRENCH BOUDOIR CLOCK,0.004262301713813403
23479,113,872.38,44,35,WIRE EGG BASKET,0.004260445906201633
21293,343,872.34,85,29,MIRRORED DOVE WALL DECORATION,0.004260250558031972
21414,1637,870.89,36,17,SCALLOP SHELL SOAP DISH,0.004253169186881794
21147,477,870.48,118,33,JINGLE BELLS TREE DECORATION,0.004251166868142779
23220,993,869.15,103,55,REINDEER HEART DECORATION GOLD,0.004244671541501581
84826,1734,869.08,51,48,ASSTD DESIGN 3D PAPER STICKERS,0.004244329682204675
17033,3280,867.8399999999999,69,58,"BROCADE PURSE,SMALL ARCH BUTTON",0.0042382738889452124
17012B,721,867.4499999999999,126,43,ORIGAMI JASMINE INCENSE/CANDLE SET,0.004236369244291027
85166B,510,864.1,38,28,BLACK METAL BAROQUE PHOTO FRAME,0.004220008835081995
85161,51,863.85,32,16,ACRYLIC GEOMETRIC LAMP,0.004218787909021619
21255,476,860.0799999999999,96,46,"FRENCH BOTTLE , LAVENDER",0.0042003763440311565
84632,15,859.25,11,8,DECORATIVE HANGING SHELVING UNIT,0.00419632286951071
22486,104,856.4,40,22,PLASMATRONIC LAMP,0.004182404312422428
84660A,860,855.26,51,34,WHITE STITCHED WALL CLOCK,0.0041768368895871155
21635,398,855.24,42,35,MADRAS NOTEBOOK LARGE,0.004176739215502286
84578,222,854.91,112,67,ELEPHANT TOY WITH BLUE T-SHIRT,0.00417512759310259
21478,204,854.23,92,57,SILVER SKULL HOT WATER BOTTLE,0.004171806674218369
20756,5728,851.5600000000001,64,40,GREEN FERN POCKET BOOK,0.004158767183893558
35954,2181,850.49,111,58,SMALL FOLKART STAR CHRISTMAS DEC,0.004153541620355151
21376,183,849.91,46,35,LARGE TALL CAMPHOR WOOD TOADSTOOL,0.004150709071895079
21458,768,849.24,88,51,2 PICTURE BOOK EGGS EASTER BUNNY,0.004147436990053273
84951A,622,848.76,135,37,SET OF 4 PISTACHIO LOVEBIRD COASTER,0.004145092812017352
20897,351,848.7,75,29,VINTAGE NOTEBOOK PARIS DAYS,0.004144799789762862
72349b,204,848.41,112,0,SET/6 PURPLE BUTTERFLY T-LIGHTS,0.004143383515532826
22547,1980,846.82,189,84,MINI JIGSAW DINOSAUR,0.004135618425788838
22229,1007,845.3,185,101,BUNNY WOODEN PAINTED WITH FLOWER,0.004128195195341754
22820,1353,845.1300000000001,110,67,GIFT BAG BIRTHDAY,0.0041273649656207
84509a,113,844.74,75,0,SET OF 4 ENGLISH ROSE PLACEMATS,0.004125460320966514
90161C,169,843.9100000000001,100,28,ANT COPPER LIME BOUDICCA BRACELET,0.004121406846446067
37423,6168,843.88,70,17,WHITE WITH BLACK CATS PLATE,0.004121260335318822
20936,333,843.3900000000001,76,42,FORKED CACTUS CANDLE,0.004118867320240486
21300,53,841.7,12,11,ANTIQUE EDWARDIAN DRESSER,0.004110613860072347
21128,126,841.63,57,22,GOLD FISHING GNOME,0.004110272000775442
23564,644,841.31,76,39,EGG CUP MILKMAID INGRID,0.004108709215418161
84782A,119,840.45,26,24,PINK 3 TIER GLASS PLATE STAND,0.004104509229770469
23551,1840,839.8399999999999,136,88,PACK OF 12 PAISLEY PARK TISSUES,0.004101530170183152
85231L,1039,838.3499999999999,116,81,LAVENDER SCENTED SET/9 T-LIGHTS,0.0040942534508633145
17039,3707,837.88,43,20,INLAID WOOD INCENSE HOLDER,0.004091958109869809
84762B,113,837.77,48,19,PINK PICNIC BARBECUE BUCKET,0.004091420902403243
21552,165,837.6,35,25,CERAMIC BIRDHOUSE BLACK ROSE LARGE,0.0040905906726821884
85071C,1285,837.23,141,85,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",0.004088783702112833
40018E,384,837.02,81,37,TEA TIME PAPER LANTERNS,0.004087758124222117
85208,420,836.94,87,56,SET/12 FUNKY FELT FLOWER PEG IN BAG,0.004087367427882797
47563A,343,836.62,151,39,RETRO LONGBOARD IRONING BOARD COVER,0.0040858046425255165
47367B,242,834.95,95,35,PAIR PADDED HANGERS PINK CHECK,0.004077648856442208
84849A,470,833.57,103,52,HELLO SAILOR BLUE SOAP HOLDER,0.004070909344588935
20776,3258,832.66,84,50,ABSTRACT CIRCLES NOTEBOOK,0.004066465173729167
85196,1564,831.0400000000001,71,59,EASTER BUNNIES ON A STICK,0.004058553572857935
85213,1378,828.9999999999999,80,48,MINI ZINC GARDEN DECORATIONS,0.0040485908162052695
20894,267,827.3000000000001,79,47,HANGING BAUBLE T-LIGHT HOLDER LARGE,0.0040402885189947165
23017,67,826.28,22,20,APOTHECARY MEASURING JAR,0.004035307140668384
85188A,944,824.9699999999999,105,67,GREEN METAL SWINGING BUNNY,0.004028909488112016
79342B,119,824.95,34,22,BROWN FLOWER LIGHTS,0.004028811814027186
21551,169,824.95,22,16,CERAMIC BIRDHOUSE BUTTERFLY LARGE,0.004028811814027186
22510,316,821.57,90,70,GINGHAM BABUSHKA DOORSTOP,0.004012304893690909
21654,1183,820.21,82,53,RIDGED GLASS FINGER BOWL,0.004005663055922466
82613C,770,820.01,187,56,"METAL SIGN,CUPCAKE SINGLE HOOK",0.004004686315074166
23186,1982,819.4599999999999,70,57,FRENCH STYLE STORAGE JAR CAFE,0.004002000277741339
21375,134,817.6,61,26,LARGE CAMPHOR WOOD FIELD MUSHROOM,0.0039929165878521454
22289,764,817.48,76,45,HANGING METAL CHICKEN DECORATION,0.003992330543343165
85187,479,816.4799999999999,109,75,S/12 MINI RABBIT EASTER,0.003987446839101663
23324,399,816.0400000000001,44,38,RUSTIC STRAWBERRY JAM POT LARGE,0.003985298009235403
23106,291,815.59,53,49,ZINC HEARTS PLANT POT HOLDER,0.003983100342326726
21719,906,813.14,141,69,LOVELY BONBON STICKER SHEET,0.003971135266935046
20833,52,811.8,5,3,SHAKER THROW QUILTED,0.003964591103251433
21374,470,809.67,71,57,MIRRORED WALL ART SKULLS,0.003954188813217034
85145,91,809.05,30,27,JARDIN ETCHED GLASS LARGE BELL JAR,0.003951160916587302
20769,438,808.81,79,48,DAISY JOURNAL,0.003949988827569342
47594B,408,808.39,122,67,SCOTTIES DESIGN WASHBAG,0.003947937671787911
84922,342,808.22,17,9,PINK BUTTERFLY WASHBAG,0.003947107442066855
23022,422,808.16,22,19,SMALL BONNE JAM JAR T-LIGHT HOLDER,0.003946814419812365
21454,937,807.5999999999999,194,78,PAINTED PINK RABBIT,0.003944079545437123
22344,1580,807.3199999999999,133,65,PARTY PIZZA DISH PINK POLKADOT,0.003942712108249503
20901,91,806.58,67,14,VINTAGE KEEPSAKE BOX PINK FLOWER,0.003939098167110792
84767,195,806.22,6,4,ZINC POLICE BOX LANTERN,0.003937340033583851
17012A,726,806.16,95,30,ORIGAMI VANILLA INCENSE/CANDLE SET,0.003937047011329361
22135,1624,806.15,317,58,MINI LADLE LOVE HEART PINK,0.003936998174286946
84920,201,805.38,88,43,PINK FLOWER FABRIC PONY,0.003933237722020989
37333,145,805.1,58,26,"RETRO ""TEA FOR ONE""",0.003931870284833369
21222,621,804.65,133,70,SET/4 BADGES BEETLES,0.003929672617924693
17107D,315,803.25,86,68,FLOWER FAIRY 5 DRAWER LINERS,0.00392283543198659
84951B,565,802.73,120,31,SET OF 4 BLACK LOVEBIRD COASTERS,0.003920295905781009
23409,215,801.6800000000001,43,39,PHOTO FRAME LINEN AND LACE LARGE,0.003915168016327432
85044,149,801.4,40,26,RED REINDEER STRING OF 20 LIGHTS,0.003913800579139811
16011,3812,799.3199999999999,112,83,ANIMAL STICKERS,0.0039036424743174865
22825,100,799.02,38,32,DECORATIVE PLANT POT WITH FRIEZE,0.003902177363045036
22408,650,798.67,95,72,MONEY BOX CONFECTIONERY DESIGN,0.00390046806656051
20699,294,797.9599999999999,88,42,MOUSEY LONG LEGS SOFT TOY,0.003897000636549043
21455,901,797.27,167,60,PAINTED YELLOW WOODEN DAISY,0.003893630880622407
20997,170,796.74,83,25,ROSE DU SUD CUSHION COVER,0.003891042517374411
22447,248,796.34,82,41,PIN CUSHION BABUSHKA BLUE,0.00388908903567781
72801G,1323,796.12,64,43,4 BURGUNDY WINE DINNER CANDLES,0.0038880146207446796
22058,520,795.72,103,71,CERAMIC LOVE HEARTS DESIGN MUG,0.0038860611390480787
23487,80,795.5799999999999,44,41,SWEET HEART CAKE CARRIER,0.0038853774204542684
37494A,237,793.44,51,18,FAIRY CAKE CERAMIC BUTTER DISH,0.0038749262933774537
23521,413,793.37,44,21,WALL ART CAT AND BIRD,0.0038745844340805488
84625D,650,793.34,51,36,WHITE NEWBAROQUE CANDLESTICK CANDLE,0.0038744379229533037
35915C,662,793.3199999999999,82,23,PEACH KNITTED HEN,0.0038743402488684736
47574A,573,792.73,129,44,ENGLISH ROSE SCENTED HANGING FLOWER,0.0038714588633659876
23519,224,792.31,24,18,EMBROIDERED RIBBON REEL CLAIRE,0.0038694077075845565
85017A,1157,792.15,174,45,ENVELOPE 50 ROMANTIC IMAGES,0.003868626314905916
45008C,83,792.0699999999999,34,16,DECORATIVE NET CANOPY CREAM,0.003868235618566596
23335,377,790.7800000000001,96,62,EGG FRYING PAN IVORY,0.003861935640095059
23568,630,787.52,48,24,EGG CUP HENRIETTA HEN CREAM,0.003846014764267761
84970s,373,784.04,98,0,HANGING HEART ZINC T-LIGHT HOLDER,0.003829019473507334
72799C,471,783.1,48,32,PINK PILLAR CANDLE SILVER FLOCK,0.003824428791520322
20989,407,782.18,57,29,URBAN CHIC CHOPSTICKS SET/5,0.00381993578361814
37461,742,778.64,95,35,FUNKY MONKEY MUG,0.0038026474706032223
21456,738,776.05,65,42,2 PICTURE BOOK EGGS EASTER CHICKS,0.0037899986766177316
90200B,183,775.45,84,28,BLACK SWEETHEART BRACELET,0.0037870684540728303
84534B,818,774.7099999999999,187,69,FAIRY CAKE NOTEBOOK A5 SIZE,0.0037834545129341183
21015,1700,771.7299999999999,186,80,DARK BIRD HOUSE TREE DECORATION,0.003768901074294442
23115,152,770.32,45,38,RED APPLES CHOPPING BOARD,0.0037620150513139245
21723,866,769.13,135,66,ALPHABET HEARTS STICKER SHEET,0.003756203443266537
20910,106,769.12,47,11,VINTAGE PHOTO ALBUM PARIS DAYS,0.003756154606224122
84761,276,768.8499999999999,61,33,IVORY HANGING BIRD PLANTER,0.0037548360060789157
21554,167,767.75,22,17,CERAMIC BIRDHOUSE RED ROOF LARGE,0.003749463931413264
84712B,98,767.1600000000001,60,29,PINK JEWELLED PHOTO FRAME,0.0037465825459107784
72755C,592,767.0,14,12,FLOWER FAIRY OIL BURNER SET ROSE,0.0037458011532321375
72750A,383,766.85,16,13,FLOWER FAIRY SET OF 3 LILY CANDLES,0.0037450685975959123
35095B,1952,766.64,177,73,RED VICTORIAN FABRIC OVAL BOX,0.0037440430197051965
84029C,204,766.19,48,27,BROWN FURRY HOT WATER BOTTLE,0.003741845352796521
23140,182,766.1,52,29,TRIPLE WIRE HOOK IVORY HEART,0.0037414058194147858
16259,5473,766.09,55,46,PIECE OF CAMO STATIONERY SET,0.0037413569823723705
22640,357,765.39,87,58,SET OF 4 NAPKIN CHARMS 3 KEYS,0.003737938389403319
16244B,345,765.02,28,8,MAXWELL 2 TONE BLUE 60 PAGE PHOTO A,0.0037361314188339633
84963A,23,763.35,9,8,PINK PAINTED KASHMIRI CHAIR,0.0037279756327506545
23550,1855,763.1,64,60,WRAP ALPHABET POSTER,0.0037267547066902793
35811A,434,762.97,84,24,ENAMEL PINK SUGAR CONTAINER,0.003726119825138884
23006,1758,762.75,173,88,TRAVEL CARD WALLET FLOWER MEADOW,0.0037250454102057532
23458,51,762.4499999999999,30,30,DOLLY CABINET 3 DRAWERS,0.003723580298933303
84762C,105,761.25,43,18,GREEN PICNIC BARBECUE BUCKET,0.0037177198538435
23025,350,760.8000000000001,54,40,DRAWER KNOB VINTAGE GLASS BALL,0.003715522186934824
23123,935,759.5699999999999,95,64,COCKTAIL SWORDS 50 PIECES,0.0037095152307177765
23282,812,757.86,135,67,FOLDING BUTTERFLY MIRROR IVORY,0.0037011640964648078
21298,52,755.8,14,14,EDWARDIAN 2 DRAWER WALL CABINET,0.0036911036657273134
85135A,94,754.59,63,40,YELLOW DRAGONFLY HELICOPTER,0.003685194383595096
90209C,399,754.46,66,15,PINK ENAMEL+GLASS HAIR COMB,0.003684559502043701
47581B,46,753.77,36,24,FAIRY CAKE WICKER PICNIC BASKET,0.003681189746117064
22124,298,751.9300000000001,132,29,SET OF 2 TEA TOWELS PING MICROWAVE,0.0036722037303127003
17165B,810,751.6800000000001,57,43,ASS COL LARGE SAND GECKO P'WEIGHT,0.0036709828042523246
21194,578,751.5,95,51,PINK HONEYCOMB PAPER FAN,0.0036701037374888544
23124,567,751.38,43,23,18PC WOODEN CUTLERY SET DISPOSABLE,0.003669517692979874
84653,14,750.48,12,8,GREEN ROSE QUILT,0.003665122359162522
23223,801,750.1899999999999,88,51,CHRISTMAS TREE HANGING SILVER,0.0036637060849324865
21344,166,749.82,26,21,MOROCCAN BEATEN METAL DISH,0.0036618991143631307
90200A,177,749.69,99,32,PURPLE SWEETHEART BRACELET,0.0036612642328117356
84615,240,748.48,21,13,PINK ROUND BUTTERFLY MIRROR,0.0036553549506795177
35647,563,748.24,74,19,VINTAGE BEAD PINK SHADE,0.0036541828616615574
84620,121,746.61,50,41,BLUE GINGHAM ROSE CUSHION COVER,0.003646222423747909
84663A,373,746.39,64,34,GRASS HOPPER WOODEN WALL CLOCK,0.0036451480088147783
84842,1505,744.1500000000001,35,22,HELLO SAILOR BATHROOM SET,0.0036342085113138145
21319,508,743.6099999999999,65,44,GLASS CHALICE GREEN SMALL,0.003631571311023402
72800A,674,743.26,46,19,S/4 BLACK DINNER CANDLE SILVER FLOC,0.003629862014538877
84689,312,742.9,40,29,S/2 BEACH HUT TREASURE CHESTS,0.003628103881011936
21377,518,742.56,98,37,SMALL CAMPHOR WOOD FIELD MUSHROOM,0.0036264434215698255
84821,1318,742.5,74,50,DANISH ROSE DELUXE COASTER,0.003626150399315335
23325,462,740.9399999999999,35,27,RUSTIC STRAWBERRY JAM POT SMALL,0.003618531820698592
21503,1801,740.42,64,57,TOYBOX WRAP,0.003615992294493011
23114,149,737.95,45,40,VINTAGE LEAF CHOPPING BOARD,0.0036039295450165003
85130C,659,737.89,68,51,BEADED CRYSTAL HEART BLUE LARGE,0.0036036365227620102
84033,392,735.38,49,41,FLAG OF ST GEORGE,0.0035913784251158398
22638,405,735.23,74,56,SET OF 4 NAPKIN CHARMS CROWNS,0.0035906458694796146
84715,241,734.8900000000001,47,35,SET OF 6 ICE CREAM SKITTLES,0.0035889854100375046
90161B,147,734.1600000000001,76,21,ANT COPPER TURQ BOUDICCA BRACELET,0.003585420305941208
23454,174,733.2,52,41,THREE MINI HANGING FRAMES,0.003580731949869365
84708B,142,732.7900000000001,53,36,PINK JEWELLED PHOTO FRAME,0.0035787296311303503
23435,824,732.4200000000001,99,40,3 RAFFIA RIBBONS VINTAGE CHRISTMAS,0.0035769226605609937
ADJUST2,3,731.0500000000001,3,3,Adjustment by Peter on Jun 25 2010,0.0035702319857501357
85131B,948,730.74,216,12,BEADED CRYSTAL HEART GREEN ON STICK,0.00356871803743527
90209B,380,730.66,97,9,GREEN ENAMEL+GLASS HAIR COMB,0.0035683273410959497
47503F,2567,729.9499999999999,11,10,ASS FLORAL PRINT TORCH,0.0035648599110844835
21378,560,728.9699999999999,88,47,SMALL TALL CAMPHOR WOOD TOADSTOOL,0.0035600738809278107
21443,257,727.9300000000001,26,18,OLIVE CHALET BIRDFEEDER,0.003554994828516649
23522,354,727.4399999999999,32,20,WALL ART DOG AND BALL,0.003552601813438313
20657,1877,726.47,118,54,TROPICAL LUGGAGE TAG,0.003547864620324056
21415,348,726.1600000000001,82,41,CLAM SHELL SMALL,0.003546350672009191
85230F,2946,725.6999999999999,62,48,JASMINE VOTIVE CANDLE,0.0035441041680580993
35095A,1809,725.56,166,61,BLUE VICTORIAN FABRIC OVAL BOX,0.003543420449464289
23562,251,724.59,43,37,SET OF 6 RIBBONS PERFECTLY PRETTY,0.003538683256350032
85088,347,723.85,78,38,CANDY SPOT HAND BAG,0.00353506931521132
84595E,367,723.5699999999999,43,22,LARGE TORTILLA DESIGN RED BOWL,0.0035337018780237
84971L,585,723.51,58,37,LARGE HEART FLOWERS HOOK,0.0035334088557692094
84976,674,722.76,56,40,RECTANGULAR SHAPED MIRROR,0.003529746077588083
20701,353,721.49,50,12,PINK CAT FLORAL CUSHION COVER,0.0035235437732013754
10134,625,721.13,52,44,COLOURING PENCILS BROWN TUBE,0.0035217856396744344
84684,609,720.6999999999999,40,17,BEACH HUT PHOTO FRAME,0.0035196856468505885
85017C,1087,719.67,119,44,ENVELOPE 50 CURIOUS IMAGES,0.0035146554314818414
23222,799,718.53,75,49,CHRISTMAS TREE HANGING GOLD,0.003509088008646529
35951,1352,717.99,46,35,FOLKART BAUBLE CHRISTMAS DECORATION,0.0035064508083561177
21001,141,717.8000000000001,90,29,ROSE DU SUD WASHBAG,0.0035055229045502325
21026,549,716.73,124,48,SPACE OWL,0.003500297341011825
21457,685,716.0,65,45,2 PICTURE BOOK EGGS EASTER DUCKS,0.0034967322369155287
21076,843,714.55,92,60,SET/20 COLLAGE PAPER NAPKIN,0.0034896508657653504
20850,820,713.8000000000001,23,19,ZINC HEART LATTICE PLANTER BOWL,0.003485988087584224
35915B,563,713.7299999999999,67,31,BLUE KNITTED HEN,0.003485646228287318
21133,410,712.91,42,38,PAINTED BIRD ASSORTED CHRISTMAS,0.003481641590809287
79030D,1009,711.64,61,35,TUMBLER BAROQUE,0.003475439286422579
23042,103,711.51,28,25,PAPER LANTERN 7 POINT SNOW STAR,0.003474804404871184
16015,1572,711.38,65,40,MEDIUM CHINESE STYLE SCISSOR,0.0034741695233197886
20854,441,711.3699999999999,107,66,BLUE PATCH PURSE PINK HEART,0.003474120686277373
22345,1466,710.5999999999999,128,62,PARTY PIZZA DISH BLUE POLKADOT,0.003470360234011416
21221,535,709.66,107,55,SET/4 BADGES CUTE CREATURES,0.003465769552024405
23070,160,709.5400000000001,44,29,EDWARDIAN HEART PHOTO FRAME,0.0034651835075154257
22100,1005,709.5,127,71,SKULLS SQUARE TISSUE BOX,0.003464988159345765
21365,469,707.9200000000001,77,51,MIRRORED WALL ART STARS,0.003457271906644191
21308,132,705.9,6,3,LOUVRE VANITY MIRROR,0.003447406824076357
21265,321,705.59,34,26,PINK GOOSE FEATHER TREE 60CM,0.0034458928757614914
21379,641,705.46,125,43,CAMPHOR WOOD PORTOBELLO MUSHROOM,0.003445257994210096
84952C,374,705.01,42,18,MIRROR LOVE BIRD T-LIGHT HOLDER,0.0034430603273014203
21442,973,704.9699999999999,136,66,GREEN BIRDHOUSE DECORATION,0.0034428649791317595
22641,300,704.9,69,49,SET OF 4 NAPKIN CHARMS INSTRUMENT,0.003442523119834855
22981,471,704.13,105,58,PANTRY APPLE CORER,0.0034387626675688983
84869,302,703.54,26,18,CANDY BUTTON PHOTO ALBUM,0.003435881282066412
20763,267,702.86,74,54,DAISY SKETCHBOOK,0.0034325603631821903
84569A,562,702.42,112,59,PACK 3 IRON ON DOG PATCHES,0.0034304115333159296
21740,201,698.0100000000001,66,44,COSY SLIPPER SHOES LARGE RED,0.003408874397610906
84584,282,696.75,75,47,PINK GINGHAM CAT WITH SCARF,0.0034027209302666126
85231E,835,695.23,106,77,STRAWBERRY SCENTED SET/9 T-LIGHTS,0.0033952976998195294
22036,1649,695.11,135,77,DINOSAUR BIRTHDAY CARD,0.003394711655310549
23187,2338,695.06,74,66,FRENCH STYLE STORAGE JAR BONBONS,0.003394467470098474
20898,327,693.9200000000001,53,35,VINTAGE NOTEBOOK TRAVELOGUE,0.0033889000472631615
72755D,533,693.25,13,12,FLOWER FAIRY OIL BURNER SET SUMMER,0.003385627965421355
72131,748,692.28,56,42,COLUMBIAN CANDLE RECTANGLE,0.003380890772307098
20862,325,691.1400000000001,37,21,PINK PATCH PENCIL CASE BLUE HEART,0.003375323349471786
72753A,315,690.24,14,10,S/3 FLWR FAIRY LILLY CANDLES,0.0033709280156544335
35964,1187,689.76,132,50,FOLKART CLIP ON STARS,0.0033685838376185124
84931B,274,688.7299999999999,83,44,BLUE SCOTTIE DOG W FLOWER PATTERN,0.0033635536222497648
90161D,138,687.52,75,18,ANT COPPER PINK BOUDICCA BRACELET,0.0033576443401175477
84917,229,686.03,53,16,WHITE HAND TOWEL WITH BUTTERFLY,0.0033503676207977096
85186A,1473,685.87,159,76,EASTER BUNNY GARLAND OF FLOWERS,0.003349586228119069
84563A,139,685.15,62,26,PINK & WHITE BREAKFAST TRAY,0.0033460699610651876
37492D,361,682.9899999999999,26,18,PURPLE GREEN FLOWER PIGGY BANK,0.0033355211599035424
23120,1685,682.39,100,69,PACK OF 6 SMALL FRUIT STRAWS,0.003332590937358642
85023B,293,682.35,38,32,EAU DE NILE JEWELLED PHOTOFRAME,0.0033323955891889816
17165D,716,682.32,89,62,ASS COL LARGE SAND FROG P'WEIGHT,0.0033322490780617366
22033,1603,681.93,128,80,BOTANICAL ROSE GREETING CARD,0.003330344433407551
85084,682,681.4,84,53,HOLLY TOP CHRISTMAS STOCKING,0.0033277560701595547
21674,43,680.8499999999999,9,8,RIDGED GLASS PENDANT LAMPSHADE,0.0033250700328267277
21386,1148,680.78,105,72,IVORY HANGING DECORATION EGG,0.003324728173529823
17012F,586,680.65,107,38,ORIGAMI SANDLEWOOD INCENSE/CAND SET,0.003324093291978428
23597,249,679.07,31,28,PAPER BUNTING PAISLEY PARK,0.003316377039276855
47594A,344,678.3,105,65,CAROUSEL DESIGN WASHBAG,0.0033126165870108982
62094B,305,677.99,67,20,TURQ ICE CREAM BUM BAG,0.0033111026386960325
84925D,452,677.45,26,24,LA PALMIERA WALL THERMOMETER,0.0033084654384056213
90160C,97,677.0,45,25,TURQ+RED BOUDICCA LARGE BRACELET,0.003306267771496945
85096,164,676.92,66,42,HILDA CANDY SPOT RABBIT,0.003305877075157625
84824,38,676.4499999999999,32,23,DANISH ROSE UMBRELLA STAND,0.003303581734164119
23428,77,675.91,33,25,IVORY RETRO KITCHEN WALL CLOCK,0.003300944533873708
21847,347,675.37,71,20,GREEN DIAMANTE PEN IN GIFT BOX,0.0032983073335832967
20856,408,674.0899999999999,122,70,DENIM PATCH PURSE PINK BUTTERFLY,0.0032920561921541735
37444C,1654,673.72,54,14,PINK BREAKFAST CUP AND SAUCER,0.0032902492215848185
22034,1617,673.49,94,71,ROBIN CHRISTMAS CARD,0.003289125969609273
72023F,640,669.62,49,34,RED ORGANIC CANDLE IN GLASS,0.0032702260341946595
75013B,390,669.6199999999999,76,48,"STRING OF 8 BUTTERFLIES,PINK",0.003270226034194659
85205B,241,669.38,61,36,PINK FELT EASTER RABBIT GARLAND,0.003269053945176699
23024,255,667.8500000000001,11,8,LARGE BONNE JAM JAR T-LIGHT HOLDER,0.0032615818776872015
82613A,492,667.47,116,63,"METAL SIGN,CUPCAKE SINGLE HOOK",0.00325972607007543
85203,1463,665.91,224,94,HANGING WOOD AND FELT BUTTERFLY,0.003252107491458687
21879,1567,664.84,152,81,HEARTS GIFT TAPE,0.0032468819279202793
21247,422,664.73,81,44,SET OF RED SALAD SERVERS,0.003246344720453714
90082D,103,664.3499999999999,51,28,DIAMANTE BOW BROOCH BLACK COLOUR,0.0032444889128419425
21750,309,663.85,62,43,LARGE SKULL WINDMILL,0.0032420470607211925
21884,1448,663.61,161,61,CAKES AND BOWS GIFT TAPE,0.0032408749717032317
46776E,205,662.1,77,9,WOVEN CANDY CUSHION COVER,0.0032335005782985634
21197,453,661.81,45,29,MULTICOLOUR CONFETTI IN TUBE,0.003232084304068528
23547,1575,661.5,62,57,WRAP FLOWER SHOP,0.003230570355753662
17109C,3124,661.23,15,13,FLOWER FAIRY INCENSE ROSE,0.0032292517556084567
23482,418,661.02,39,32,PEARLISED IVORY HEART LARGE,0.0032282261777177414
85188B,748,660.88,74,48,PINK METAL SWINGING BUNNY,0.003227542459123931
21764,17,659.1500000000001,11,11,VINTAGE WOODEN PLATE RACK,0.003219093650786133
16169K,2075,658.75,60,56,WRAP FOLK ART,0.0032171401690895313
17012D,520,658.7199999999999,116,41,ORIGAMI ROSE INCENSE/CANDLE SET,0.003216993657962286
21263,299,658.29,56,39,GREEN GOOSE FEATHER TREE 60CM,0.0032148936651384403
85186C,1400,658.19,152,75,BUNNY EGG GARLAND,0.0032144052947142903
46776D,153,658.07,76,7,WOVEN SUNSET CUSHION COVER,0.0032138192502053097
22056,607,656.87,34,23,CERAMIC PLATE LOVE HEART DESIGN,0.003207958805115507
85028S,430,656.82,33,29,FRENCH CHATEAU SMALL FRUITBOWL,0.0032077146199034324
71403,176,656.0500000000001,69,20,"PINK/WHITE ""KEEP CLEAN"" BULLET BIN",0.0032039541676374757
21441,928,655.4599999999999,133,67,BLUE BIRDHOUSE DECORATION,0.003201072782134989
22054,361,655.01,74,45,MINI CAKE STAND HANGING HEARTS,0.003198875115226313
85028L,271,654.01,27,22,FRENCH CHATEAU LARGE FRUIT BOWL,0.003193991410984811
85168B,72,652.17,52,17,BLACK BAROQUE CARRIAGE CLOCK,0.003185005395180447
90184C,72,651.89,49,21,BLACK CHUNKY BEAD BRACELET W STRAP,0.0031836379579928266
85019C,423,651.19,25,18,CURIOUS IMAGES NOTEBOOK SET,0.0031802193650237757
37474,63,651.05,44,33,SET/4 2 TONE EGG SHAPE MIXING BOWLS,0.0031795356464299645
21307,749,650.07,72,41,SET/4 BUTTERFLY MIRROR MAGNETS,0.0031747496162732934
20714,1580,649.8199999999999,28,10,POSY SHOPPER BAG,0.003173528690212917
23224,738,649.02,71,44,CHERUB HEART DECORATION GOLD,0.0031696217268197156
84993A,1471,648.61,177,88,75 GREEN PETIT FOUR CASES,0.0031676194080807
20618,297,648.54,137,50,QUEEN OF THE SKIES PASSPORT COVER,0.0031672775487837945
21350,225,647.7500000000001,42,39,GINGHAM HEART WREATH,0.0031634194224330085
21003,109,647.75,64,10,ROSE DU SUD CUSHION COVER,0.003163419422433008
